Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,48031455,Houssem Aouar,M/AM (LC),Blackburn,FRA,"5'9""",70 kg,28,£41M - £45M,"£100,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Level-headed,13,11,15,11,16,14,7,9,5,10,16,12,8,16,9,12,11,15,12,13,13,16,13,15,12,15,18,11,13,16,12,7,14,13,14,10,1,2,1,2,3,1,1,3,3,2,2
- - -,PR,28117365,Luke Thomas,D/WB (L),Blackburn,ENG,"5'11""",75 kg,25,£37M - £40M,"£70,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Level-headed,11,15,13,10,15,11,12,11,12,14,15,6,14,14,8,14,13,15,14,14,15,9,10,13,14,13,12,16,15,14,10,13,14,14,16,12,3,1,2,1,3,1,3,2,2,1,1
- - -,BPR,53110135,Kristoffer Ajer,"D (C), DM, M (C)",Blackburn,NOR,"6'5""",92 kg,28,£36M - £40M,"£92,000 p/w",Right,Reasonable,Very Strong,Driven,Evasive,6,8,12,11,13,7,15,10,10,15,14,12,14,14,16,15,15,14,14,13,18,7,16,11,13,16,14,15,13,12,13,16,16,14,13,14,1,3,1,3,4,3,2,3,2,2,3
- - -,Wnt,51055617,Carlos Rodríguez,M/AM (C),Blackburn,MEX,"5'9""",66 kg,29,£35M - £38M,"£43,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Level-headed,11,12,12,13,16,11,8,11,13,11,14,13,11,15,8,14,12,16,15,15,14,13,11,15,11,14,16,16,12,16,16,9,13,13,14,7,3,3,4,3,2,1,3,2,3,3,3
- - -,PR,29127852,Lewis Cook,"DM, M (C)",Blackburn,ENG,"5'9""",71 kg,29,£34M - £41M,"£51,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,9,10,12,11,14,5,6,9,3,8,16,8,15,14,14,14,14,15,12,13,15,13,15,12,13,15,16,14,14,15,15,8,16,13,14,14,1,2,1,2,1,3,3,1,2,2,3
- - -,Wnt,43424567,Kristjan Asllani,"DM, M/AM (C)",Blackburn,ALB,"5'9""",68 kg,24,£33M - £36M,"£54,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,11,11,12,11,16,12,8,13,5,10,17,12,10,13,10,15,12,16,12,13,15,12,11,14,15,13,16,13,14,13,14,8,14,13,17,12,2,3,4,2,3,2,3,1,4,3,1
- - -,,49040115,Illan Meslier,GK,Blackburn,FRA,"6'5""",74 kg,26,£24M - £26M,"£120,000 p/w",Left Only,Very Strong,Weak,Balanced,Level-headed,3,3,1,1,12,7,9,1,2,3,12,2,3,12,12,16,14,14,15,14,12,4,9,4,15,12,12,14,9,16,13,17,15,9,14,9,18,14,13,10,13,13,17,9,16,13,15
- - -,Wnt,78059800,Giorgian De Arrascaeta,M/AM (LC),Blackburn,URU,"5'8""",73 kg,32,£16.5M - £22M,"£70,000 p/w",Right,Weak,Very Strong,Fairly Determined,Media-friendly,14,14,14,13,16,14,11,12,4,4,17,13,10,17,10,16,13,12,11,13,15,17,11,13,7,13,17,13,14,16,13,12,12,13,11,11,1,2,1,2,3,1,3,3,2,1,1
- - -,Wnt,28120046,Taylor Harwood-Bellis,D (RC),Blackburn,ENG,"6'2""",82 kg,24,£14M - £16.5M,"£40,500 p/w",Right Only,Weak,Very Strong,Driven,Level-headed,5,6,8,7,11,2,14,11,6,16,12,7,13,12,12,12,12,14,14,12,18,6,14,5,16,13,9,14,13,13,13,15,14,14,13,15,2,4,2,3,4,1,3,2,3,2,3
- - -,,29158533,Callum Brittain,D/WB (R),Blackburn,ENG,"5'11""",73 kg,28,£10.5M - £11.5M,"£22,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,12,12,6,12,7,9,7,7,13,12,5,12,12,11,12,12,12,14,12,13,12,12,13,12,13,12,16,14,12,13,12,14,13,15,10,3,1,1,2,2,1,3,3,3,4,2
- - -,U18,2002232693,Ibrahim Bio,"AM (LC), ST (C)",Blackburn,SCO,"6'1""",76 kg,19,£9.2M - £10.5M,"£7,000 p/w",Either,Very Strong,Strong,Fairly Determined,"Volatile, Media-friendly",4,4,9,8,12,9,10,6,3,2,11,7,1,13,14,9,14,10,8,10,15,14,7,14,4,7,7,8,15,14,16,12,14,14,11,8,2,1,1,2,2,2,2,3,3,3,3
- - -,,28110835,Daniel Ballard,D (C),Blackburn,NIR,"6'2""",83 kg,27,£8.2M - £9M,"£32,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,3,4,9,6,11,5,15,8,6,13,11,8,14,11,16,13,16,14,14,13,15,10,15,8,14,16,10,16,12,10,12,15,13,14,15,15,2,2,2,2,2,3,2,1,3,2,3
- - -,,29121995,Dael Fry,"D (C), DM",Blackburn,ENG,"6'4""",72 kg,29,£6.8M - £7.6M,"£27,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,4,10,9,8,11,4,16,7,10,14,11,6,15,12,12,13,12,13,12,12,13,4,13,10,13,14,9,14,11,12,12,16,14,13,15,14,2,2,3,1,3,3,3,2,2,3,1
- - -,BPR,29142089,Scott Wharton,D (C),Blackburn,ENG,"6'2""",65 kg,29,£6.8M - £7.4M,"£26,500 p/w",Left,Very Strong,Weak,Fairly Professional,Reserved,5,8,7,7,12,8,16,5,7,15,12,7,12,12,14,13,15,14,13,13,12,5,15,9,15,12,11,13,12,12,14,15,15,12,13,14,2,1,3,3,1,2,3,2,2,3,2
- - -,Wnt,29156100,Lewis Travis,"DM, M (C)",Blackburn,ENG,"6'0""",67 kg,28,£6.5M,"£30,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Level-headed,7,10,10,7,11,7,12,9,7,12,12,7,15,12,17,14,19,10,11,13,18,9,16,12,12,14,12,19,12,13,12,12,16,13,18,13,3,1,3,2,1,3,1,3,3,1,1
- - -,Yth,2002439748,Jan Kristian Eriksen,D (LC),Blackburn,NOR,"5'5""",56 kg,16,£4.6M - £7.2M,£180 p/w,Left,Very Strong,Reasonable,Resolute,Reserved,8,11,7,7,8,4,6,8,8,12,8,4,12,13,7,12,18,9,12,10,15,5,6,9,16,18,8,12,9,10,8,6,11,10,9,7,3,2,3,3,2,2,3,1,1,3,1
- - -,Yth,2002439749,Coery Davin,"AM (R), ST (C)",Blackburn,ENG,"5'10""",64 kg,16,£3.8M - £7M,£180 p/w,Right,Fairly Strong,Very Strong,Balanced,Media-friendly,3,5,9,8,8,3,4,7,4,5,8,5,4,12,11,9,8,8,7,8,11,12,8,11,4,10,8,15,16,12,9,7,12,12,12,7,2,3,1,3,3,3,1,1,2,3,1
- - -,,2002232690,Karl O'Neill,GK,Blackburn,IRL,"6'1""",78 kg,19,£2.1M - £7M,"£1,100 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,3,3,1,1,4,8,1,2,3,2,6,1,1,6,7,8,9,7,9,13,12,3,14,3,12,7,5,7,3,13,12,12,13,4,10,8,10,12,12,1,13,13,11,10,12,8,11
- - -,,2002339795,Eamon Ozmen,D/WB (R),Blackburn,ENG,"6'1""",80 kg,18,£1.2M - £3.9M,£675 p/w,Either,Strong,Very Strong,Fairly Determined,Level-headed,5,8,10,4,8,1,6,1,9,8,9,6,12,11,13,9,8,8,7,11,15,4,3,8,11,9,8,13,14,12,10,13,7,10,16,11,2,2,3,2,2,3,2,2,4,3,3
- - -,,29156091,Andrew Fisher,GK,Blackburn,ENG,"6'2""",83 kg,28,£1.1M - £1.7M,"£17,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,2,3,1,1,11,1,5,3,3,2,12,5,2,10,8,12,11,13,13,12,7,10,9,12,16,14,12,11,10,12,12,15,12,10,11,12,13,10,10,11,14,16,15,5,13,8,12
- - -,Ask,29218326,Ethan Walker,"AM (RL), ST (C)",Blackburn,ENG,"6'1""",79 kg,24,£500K,£625 p/w,Right Only,Weak,Very Strong,Driven,Media-friendly,3,9,10,4,8,6,7,7,7,6,8,9,8,11,11,8,9,9,7,10,18,13,12,9,7,10,9,10,13,11,10,9,11,13,10,11,1,1,2,1,2,4,1,2,3,3,3
- - -,Wnt,2002339789,Malick Kujabi,D (C),Blackburn,GAM,"6'1""",78 kg,18,£325K - £650K,"£1,200 p/w",Right,Weak,Very Strong,Unambitious,Level-headed,4,4,4,3,5,1,8,3,6,11,8,4,13,6,8,11,15,9,8,11,13,5,13,4,8,9,5,12,12,10,14,11,14,10,10,11,3,2,3,3,3,1,1,2,4,1,2
- - -,,2002386919,Oliver Cunningham,"DM, M (C), AM (L)",Blackburn,ENG,"6'1""",73 kg,17,£275K - £1.2M,"£1,800 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,5,8,9,7,11,10,7,10,3,11,10,9,9,11,14,9,10,10,10,11,10,13,14,7,10,12,12,15,9,10,10,13,12,10,13,8,3,2,2,3,2,3,1,1,1,3,2
- - -,Yth,2002386921,Lewis Smith,WB (L),Blackburn,ENG,"6'0""",76 kg,17,£275K - £600K,£180 p/w,Left,Very Strong,Reasonable,Fairly Determined,Level-headed,3,7,8,2,7,3,5,4,8,9,12,5,9,11,15,7,8,5,7,9,17,5,6,8,10,9,6,13,12,11,8,10,13,11,15,12,1,3,2,2,3,2,1,2,3,2,2
- - -,Yth,2002386925,Regan Navarro,D/WB (R),Blackburn,ENG,"5'10""",69 kg,17,£170K - £375K,£180 p/w,Right,Reasonable,Very Strong,Professional,Media-friendly,4,9,7,4,9,3,9,5,7,9,12,6,9,9,11,10,10,10,11,13,14,9,4,7,13,11,10,8,11,11,11,9,12,12,12,10,3,1,2,2,1,2,3,1,3,1,3
- - -,,2002232697,Gareth Cochrane,D (LC),Blackburn,ENG,"6'4""",89 kg,20,£130K - £220K,£700 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,3,2,3,1,5,4,12,4,3,9,4,4,14,5,10,6,15,7,11,9,7,6,9,1,8,10,4,12,8,6,14,14,13,8,12,14,3,2,2,1,2,2,3,1,1,3,3
- - -,Yth,2002439751,Andray Bubb,"M (R), AM (RL)",Blackburn,ENG,"5'8""",62 kg,16,£120K - £550K,£180 p/w,Right,Reasonable,Very Strong,Unambitious,Level-headed,6,8,7,10,9,5,7,7,4,8,13,6,5,14,10,7,8,7,6,7,6,13,10,11,5,7,9,7,14,10,14,4,9,13,7,8,2,1,1,2,1,3,2,1,1,1,1
- - -,Yth,2002386918,Aston Jaggs,"M (RC), AM (C)",Blackburn,ENG,"5'5""",58 kg,17,£80K - £800K,£180 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,6,9,9,7,10,6,7,7,3,5,9,5,6,13,7,9,7,11,5,13,16,14,15,8,6,15,8,16,11,7,9,2,9,12,13,7,3,2,2,3,1,1,3,2,3,1,4
- - -,Yth,2002386914,Luke Winter,GK,Blackburn,ENG,"6'3""",78 kg,17,£55K - £550K,£180 p/w,Either,Strong,Very Strong,Ambitious,Media-friendly,3,1,3,3,7,6,1,3,1,1,8,3,2,8,15,6,13,6,8,8,9,3,3,2,8,14,6,9,6,12,9,12,11,5,7,8,9,10,12,2,9,8,9,7,15,12,6
- - -,Yth,2002439746,Neil Roberts,D (C),Blackburn,SCO,"6'1""",71 kg,16,£50K - £475K,£180 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,4,5,6,3,6,5,10,5,3,10,6,4,10,10,12,8,8,9,9,10,11,8,9,4,7,17,3,14,8,11,11,9,12,10,10,8,2,3,4,1,2,1,1,4,2,3,2
- - -,Ask,292380014,Lenni Rae Cirino,D/WB/AM (L),Blackburn,GHA,"5'10""",75 kg,23,£45K,£425 p/w,Left,Very Strong,Weak,Fairly Loyal,Level-headed,5,7,11,3,7,4,5,5,5,8,8,5,7,9,9,8,7,8,9,9,13,9,6,7,9,11,7,12,15,13,10,8,11,15,11,12,3,3,2,3,1,1,1,3,2,2,3
- - -,Yth,2002439743,Simone Saccà,GK,Blackburn,ITA,"5'10""",63 kg,16,£35K - £375K,£180 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,1,2,3,1,4,4,1,3,3,2,6,2,1,7,6,8,9,2,12,11,16,1,7,3,10,9,2,5,7,14,13,8,15,11,7,6,10,11,7,1,10,9,10,7,12,8,5
- - -,U18,2000137805,Charlie Olsen,D (C),Blackburn,ENG,"6'1""",77 kg,21,£35K - £60K,£200 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,2,5,2,6,4,11,1,6,11,8,2,14,3,15,6,10,6,10,12,9,6,11,6,9,8,6,9,11,10,12,13,16,14,13,11,3,1,2,1,1,3,1,1,1,3,4
- - -,Yth,2002439752,Sean Thomson,"AM (C), ST (C)",Blackburn,SCO,"5'10""",63 kg,16,£24K - £240K,£180 p/w,Left,Very Strong,Fairly Strong,Balanced,"Outspoken, Volatile, Confrontational",6,6,8,9,11,9,5,7,2,1,8,4,5,12,6,9,4,4,4,9,8,11,5,9,6,8,6,5,7,12,8,11,11,10,9,5,1,1,1,1,3,2,2,4,3,1,2
- - -,,2002232692,Isaac Ratcliffe,AM (LC),Blackburn,WAL,"6'0""",79 kg,19,£20K - £190K,£725 p/w,Left Only,Very Strong,Weak,Unambitious,Level-headed,5,4,10,3,9,4,4,7,2,3,13,3,3,13,6,10,7,9,5,11,4,11,8,10,3,12,10,12,9,12,13,15,11,10,13,11,3,2,2,3,1,3,2,1,2,3,3
- - -,Wnt,2002232691,Marouene Amdouni,D (L),Blackburn,SCO,"6'0""",77 kg,19,£18K - £160K,£925 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,5,8,6,4,6,1,5,5,5,7,8,4,12,7,12,10,15,6,12,10,13,5,6,5,9,13,8,9,13,12,12,13,8,12,14,10,3,1,2,1,3,1,1,3,1,2,3
- - -,,2002232694,Daniel Rooney,"DM, M (C), AM (RC)",Blackburn,IRL,"5'7""",68 kg,19,£16K - £240K,"£1,100 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,7,6,9,5,10,4,6,7,3,6,13,5,9,11,8,7,8,12,6,12,11,8,4,10,7,8,14,12,12,11,15,3,12,10,12,12,2,3,3,2,1,1,2,3,2,1,2
- - -,Yth,2002386915,Paul Crabb,D (L),Blackburn,POL,"5'5""",60 kg,17,£16K - £170K,£180 p/w,Left,Very Strong,Fairly Strong,Fairly Ambitious,Media-friendly,4,8,6,1,7,3,5,4,3,8,6,4,7,11,5,11,16,6,8,12,14,9,9,7,6,17,8,15,8,8,13,4,13,7,12,7,1,2,2,3,1,2,2,2,3,3,3
- - -,Ctr,2000191717,Rhys Doherty,"D (C), DM, M (C)",Blackburn,ENG,"6'0""",78 kg,20,£14K - £26K,£200 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,5,4,5,1,5,1,8,4,1,6,5,3,12,7,14,10,8,3,12,10,15,6,10,6,12,6,9,8,10,12,12,10,13,14,9,12,1,1,2,1,1,2,1,1,2,1,3
- - -,U18,2000137636,George Chmiel,"AM (RLC), ST (C)",Blackburn,POL,"5'11""",75 kg,22,£10K - £55K,£200 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,7,7,6,14,13,6,8,8,5,4,11,9,2,8,6,10,7,9,6,8,13,8,7,10,7,12,8,8,11,11,14,11,11,13,8,10,3,3,3,1,3,1,4,1,4,2,2
- - -,,2002339792,Matt Jones,"AM (R), ST (C)",Blackburn,WAL,"5'11""",71 kg,18,£9K - £275K,£250 p/w,Right Only,Weak,Very Strong,Unambitious,Level-headed,1,4,7,12,11,5,9,7,2,4,7,6,2,9,8,7,10,13,4,11,4,9,6,11,1,8,6,6,14,11,10,10,10,12,11,7,2,2,2,4,1,1,2,1,2,1,3
- - -,,2002232704,Marian Macho,"AM (L), ST (C)",Blackburn,SVK,"5'9""",69 kg,19,£6K - £70K,£775 p/w,Left Only,Very Strong,Very Weak,Fairly Loyal,Level-headed,5,10,13,4,12,1,6,6,4,1,11,4,2,14,8,8,14,6,3,8,8,15,12,9,2,7,6,8,12,16,7,8,15,13,13,10,3,1,1,2,1,2,3,2,2,3,3
- - -,Yth,2002386916,D'Arcy Cushing,"D (C), DM",Blackburn,ENG,"6'2""",75 kg,17,£6K - £60K,£180 p/w,Right,Reasonable,Very Strong,Balanced,Outspoken,6,2,4,4,7,9,6,1,3,6,6,1,11,4,16,8,11,6,5,6,10,6,5,4,7,17,5,14,8,7,13,14,15,6,10,7,4,3,3,1,2,4,4,2,2,2,1
- - -,U18,2000137632,Leo Duru,D/WB (R),Blackburn,ENG,"6'0""",78 kg,20,£6K - £45K,£200 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,5,5,6,2,9,2,6,1,5,7,9,2,12,8,12,8,9,3,8,13,17,9,12,5,8,11,9,12,14,12,9,11,13,12,14,12,1,3,1,1,1,1,2,2,2,2,2
- - -,Ctr,2000139534,Adam Caddick,"D (C), DM, M (C)",Blackburn,ENG,"6'4""",81 kg,21,£6K - £35K,£200 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,3,4,4,11,5,7,6,5,8,10,6,10,9,7,11,8,11,4,10,4,8,9,6,11,13,12,8,10,8,13,15,13,10,13,8,3,3,2,1,4,3,3,3,2,2,2
- - -,Ctr,2000191712,Brandon Powell,D/WB/M (L),Blackburn,ENG,"5'8""",67 kg,20,£5K - £35K,£200 p/w,Left,Very Strong,Weak,Balanced,Level-headed,4,8,4,1,5,4,4,2,1,6,7,1,11,6,10,5,7,5,11,12,12,6,6,3,7,12,6,11,14,15,10,5,14,14,13,10,2,1,2,2,1,1,2,3,2,1,3
- - -,U18,2000139535,Harley O'Grady-Macken,"DM, M (C)",Blackburn,ENG,"5'10""",69 kg,21,£4.5K - £14K,£200 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,2,4,4,3,11,4,2,5,1,7,9,2,7,12,11,11,6,7,4,13,8,9,11,4,10,3,13,8,10,10,11,8,13,11,5,6,3,1,2,2,3,3,1,3,2,2,2
- - -,Ctr,2000191710,Bradley Taylor,AM (RLC),Blackburn,ENG,"5'7""",64 kg,20,£3.5K - £24K,£200 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,5,7,13,6,14,5,3,7,6,1,11,6,1,9,6,8,8,11,4,12,8,12,12,7,6,12,12,8,10,11,12,3,13,12,10,8,1,1,3,1,3,1,1,2,2,3,2
- - -,Ctr,2000191711,Zack Stritch,"DM, M (C)",Blackburn,ENG,"6'1""",76 kg,20,£3.5K - £14K,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,4,2,4,1,9,4,4,7,1,6,4,1,11,8,13,5,6,2,9,13,15,6,7,2,5,7,9,12,13,11,8,11,16,13,8,7,3,2,3,2,1,2,1,2,2,2,1
- - -,Yth,2002386922,Oliver McBurnie,"M/AM (C), ST (C)",Blackburn,SCO,"5'9""",64 kg,17,£2.5K - £30K,£180 p/w,Left,Very Strong,Reasonable,Low Determination,Media-friendly,4,4,5,5,12,7,5,5,2,7,10,4,6,13,13,8,6,8,5,5,2,11,6,5,6,7,11,9,6,6,8,8,16,7,8,5,1,3,2,2,1,1,2,3,3,1,2
- - -,,2002232701,Ronaldo Bailey,D (RL),Blackburn,ENG,"6'0""",76 kg,19,£2K - £3K,£425 p/w,Right,Weak,Very Strong,Unambitious,Level-headed,3,5,6,1,5,1,3,1,5,6,4,3,5,4,11,9,8,4,10,9,6,5,4,5,9,15,5,11,13,11,7,8,16,12,12,11,2,2,2,3,1,4,3,1,2,1,2
- - -,Yth,2002386928,Alexandre Soares,AM (C),Blackburn,ENG,"5'10""",65 kg,17,£0 - £85K,£180 p/w,Left,Very Strong,Weak,Low Determination,Level-headed,8,7,7,9,10,10,3,7,2,5,6,7,6,14,10,9,4,10,7,9,5,13,7,9,5,9,12,7,11,10,14,10,17,11,11,7,1,1,1,1,3,2,1,3,2,3,1
- - -,Ask,2000139533,Dominik Biniek,"M/AM (RLC), ST (C)",Blackburn,POL,"5'9""",69 kg,22,£0,£200 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,4,9,11,6,12,4,5,7,5,4,13,7,5,10,9,6,5,10,5,12,10,11,9,12,4,7,7,7,14,10,10,1,8,11,9,7,1,2,2,4,3,3,1,3,4,1,2
- - -,Ctr,2000048748,Felix Goddard,GK,Blackburn,ENG,"5'11""",75 kg,22,£0,£425 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,4,4,7,5,5,5,7,5,8,4,5,6,4,8,8,7,8,9,7,4,8,4,10,9,6,9,10,11,10,11,9,10,10,10,13,8,8,6,9,7,9,6,9,7,8
- - -,Inj,2000053513,George Pratt,"D (C), DM",Blackburn,ENG,"6'3""",82 kg,23,£0,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,6,1,5,9,8,10,8,2,11,10,5,14,5,12,11,10,7,7,11,10,5,10,7,8,8,4,9,11,10,11,15,13,13,12,11,4,4,3,2,3,2,1,3,1,3,2
- - -,Inj,292380007,Alex Baker,"AM (RL), ST (C)",Blackburn,ENG,"6'2""",77 kg,23,£0,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,7,10,13,13,5,7,1,1,4,11,7,2,10,7,8,7,8,4,8,7,10,10,8,3,7,4,11,13,11,13,12,10,14,10,6,3,1,2,2,1,1,1,3,1,4,3
- - -,Ctr,2000191718,Lewis Bell,"AM (RLC), ST (C)",Blackburn,ENG,"5'11""",71 kg,20,£0,£200 p/w,Right Only,Very Weak,Very Strong,Fairly Determined,Media-friendly,2,5,11,2,9,3,4,7,1,1,7,3,4,13,8,5,8,10,4,5,17,12,11,6,3,6,5,6,15,15,14,9,13,13,7,6,3,4,3,1,2,1,3,1,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sigames.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
