Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,PR,28112993,Tariq Lamptey,"D/WB (RL), M (R)",Brighton,GHA,"5'5""",62 kg,21,£50M - £56M,"£45,000 p/w",Right,Weak,Very Strong,Spirited,"Evasive, Reserved",6,11,14,8,12,6,7,7,6,8,12,9,11,12,10,12,14,13,12,11,14,11,8,11,9,12,10,14,19,16,15,2,8,16,14,6,2,3,1,2,3,3,2,3,2,1,3
- - -,Wnt,29090530,Solly March,WB/M/AM (RL),Brighton,ENG,"5'11""",73 kg,28,£34M - £40M,"£45,000 p/w",Left,Very Strong,Weak,Professional,Reserved,13,14,14,9,14,13,8,14,4,8,13,10,12,14,9,12,11,13,14,15,14,13,8,13,13,15,12,14,14,13,13,10,12,14,14,10,3,3,3,2,3,1,2,1,2,2,3
- - -,Wnt,14157184,Alexis Mac Allister,"DM, M/AM (C)",Brighton,ARG,"5'9""",71 kg,23,£40M - £50M,"£60,000 p/w",Right,Weak,Very Strong,Fairly Professional,Reserved,14,14,13,14,15,15,10,15,9,7,16,16,14,16,15,14,14,15,14,15,14,14,10,14,13,14,16,14,13,11,11,9,14,13,14,12,2,1,1,3,2,1,3,4,3,2,3
- - -,Set,92017376,Pascal Groß,"M (C), AM (RLC)",Brighton,GER,"5'11""",78 kg,31,£24M - £30M,"£66,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,17,17,11,13,14,14,11,14,6,10,15,14,10,15,13,14,12,15,14,15,15,13,12,16,13,14,15,16,8,11,11,10,15,9,15,11,1,3,1,2,4,1,3,2,2,3,1
- - -,Inj,61078265,Billy Gilmour,"DM, M (C)",Brighton,SCO,"5'7""",65 kg,21,£36M - £40M,"£35,000 p/w",Right,Fairly Strong,Very Strong,Resolute,Reserved,13,9,10,9,15,13,6,10,4,6,15,15,11,16,11,15,9,16,12,13,15,8,12,11,11,12,16,13,13,13,11,6,12,12,13,7,2,1,3,1,1,1,2,3,1,2,1
- - -,,29080394,Adam Webster,D (C),Brighton,ENG,"6'3""",77 kg,27,£29M - £34M,"£55,000 p/w",Either,Strong,Very Strong,Balanced,Level-headed,5,6,13,6,13,5,14,7,6,14,14,7,15,13,12,14,13,14,13,13,14,7,14,8,14,13,13,14,13,11,10,15,13,15,14,13,2,4,3,4,2,4,2,1,1,4,2
- - -,U21,91157307,Deniz Undav,"AM (RL), ST (C)",Brighton,GER,"5'10""",86 kg,26,£6.8M - £7.4M,"£21,500 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,7,9,13,17,13,8,14,9,4,5,10,11,7,12,10,11,15,13,11,9,15,10,6,13,12,12,12,11,13,12,16,11,9,13,13,15,3,3,1,2,1,2,1,2,2,2,1
- - -,PR,86045976,Pervis Estupiñán,D/WB/M (L),Brighton,ECU,"5'9""",73 kg,24,£32M - £39M,"£60,000 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,9,14,12,7,13,9,10,7,14,11,12,12,13,13,10,12,13,12,11,12,13,12,10,14,11,14,13,13,15,12,13,10,16,15,18,11,2,1,3,1,2,1,3,3,3,2,2
- - -,Inj,96086697,Jakub Moder,"DM, M/AM (C)",Brighton,POL,"6'2""",78 kg,23,£22M - £24M,"£22,500 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,13,10,11,11,13,13,11,14,7,10,13,12,12,13,9,13,12,13,13,13,14,13,11,14,13,14,13,14,12,11,11,13,13,12,14,13,1,3,1,3,2,3,1,2,4,1,1
- - -,Wnt,37076335,Jan Paul van Hecke,D (C),Brighton,NED,"6'2""",78 kg,22,£10.5M - £12M,"£4,000 p/w",Right Only,Weak,Very Strong,Light-Hearted,"Evasive, Reserved",3,5,12,5,12,3,15,3,5,15,12,5,17,13,17,11,15,14,11,11,15,7,12,6,14,13,10,13,12,12,14,15,14,13,14,14,2,2,3,1,3,2,2,4,2,3,3
- - -,Wnt,2000051578,Facundo Buonanotte,"M (RC), AM (RLC)",Brighton,ARG,"5'9""",66 kg,17,£37M - £58M,"£15,000 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,11,11,12,11,13,11,9,13,8,9,12,13,10,13,11,11,11,13,12,11,14,14,10,14,8,12,13,13,14,13,13,7,13,12,14,10,1,1,2,2,4,2,3,2,2,2,2
- - -,,5108155,Jason Steele,GK,Brighton,ENG,"6'4""",79 kg,32,£1.5M - £2.3M,"£16,000 p/w",Right,Weak,Very Strong,Fairly Professional,Reserved,5,3,2,2,8,9,3,3,2,1,9,5,1,12,9,10,12,13,12,10,14,3,11,1,13,10,9,14,13,13,10,16,10,12,13,11,12,12,10,3,13,8,13,6,16,11,15
- - -,Inj,2000120742,Evan Ferguson,ST (C),Brighton,IRL,"6'2""",79 kg,17,£31M - £46M,"£6,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,6,7,9,14,12,7,14,13,8,7,11,14,7,13,12,13,13,13,14,14,12,7,8,12,7,13,11,15,14,8,13,14,14,15,14,14,2,2,4,1,3,3,1,2,3,1,3
- - -,,28124573,Levi Colwill,D (LC),Brighton,ENG,"6'2""",88 kg,19,£50M - £59M,"£15,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Media-friendly,8,7,11,5,13,4,13,2,12,13,14,8,13,14,10,12,10,16,12,14,15,8,13,11,14,11,11,12,15,12,15,15,14,15,13,12,3,2,2,3,1,1,1,1,4,1,3
- - -,Inj,2000124287,Jack Hinshelwood,"DM, M (C)",Brighton,ENG,"5'7""",64 kg,17,£700K - £3.6M,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,11,8,7,8,9,11,11,11,5,12,8,8,17,8,15,14,16,7,11,10,6,7,3,13,13,16,12,12,12,7,11,5,7,12,11,9,3,1,1,3,2,2,1,1,2,3,2
- - -,Wnt,95078184,Cameron Peupion,AM (RL),Brighton,AUS,"5'9""",70 kg,19,£1M - £3.4M,"£2,000 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,8,12,14,10,15,8,8,8,8,3,10,6,5,15,13,10,6,9,7,9,6,14,4,14,5,10,9,5,15,15,10,8,14,12,6,8,1,2,1,3,3,2,3,2,2,2,2
- - -,Wnt,52091967,Ben Wilson,"AM (RL), ST (C)",Brighton,NIR,"6'2""",82 kg,20,£12K - £50K,"£4,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,12,8,8,7,9,10,11,6,9,7,6,6,7,5,11,9,14,10,10,13,6,4,9,9,10,10,11,14,6,10,14,11,13,9,10,2,2,4,3,2,4,1,1,4,3,1
- - -,,2000102533,Luca Barrington,"M (R), AM (RL)",Brighton,ENG,"5'10""",63 kg,17,£5.8M - £7M,"£3,000 p/w",Right,Fairly Strong,Very Strong,Determined,Level-headed,11,12,12,8,10,7,6,12,6,3,9,6,4,11,6,8,8,9,5,6,18,14,10,10,4,7,7,8,14,11,8,7,14,15,7,4,2,1,2,2,3,1,1,3,3,2,3
- - -,Set,2000010841,Samy Chouchane,"DM, M (C)",Brighton,FRA,"5'7""",61 kg,19,£140K - £250K,£600 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,6,2,4,6,13,6,6,11,3,10,12,3,12,8,9,6,8,7,9,13,3,5,9,9,10,5,12,12,12,11,11,6,14,11,12,8,4,3,1,1,1,1,3,1,3,3,3
- - -,,2000035783,Leigh Kavanagh,D (C),Brighton,IRL,"6'1""",81 kg,18,£14K - £140K,£600 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,7,3,8,5,11,4,12,7,10,10,7,3,15,10,15,12,10,14,8,9,3,5,12,10,10,14,11,14,13,6,14,12,8,11,10,13,1,3,4,2,1,3,4,3,2,1,2
- - -,,2000010844,Ben Jackson,D (C),Brighton,ENG,"6'2""",77 kg,19,£30K - £275K,"£1,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Media-friendly,1,1,1,1,6,1,13,2,1,12,4,1,12,2,6,11,8,6,10,12,17,5,11,6,12,5,3,7,12,10,7,12,12,12,5,6,1,3,3,2,3,3,3,3,3,3,1
- - -,Inj,28126171,Matt Everitt,M/AM (RL),Brighton,IRL,"5'10""",67 kg,19,£30K - £180K,"£2,000 p/w",Left,Very Strong,Weak,Fairly Determined,Level-headed,7,12,9,7,7,6,6,8,4,4,14,4,8,9,10,8,5,7,6,6,16,10,2,11,6,8,8,13,15,10,11,3,13,14,13,4,1,2,1,3,2,1,1,1,2,3,3
- - -,,2000166425,Casey Shann,D/WB (L),Brighton,SVK,"5'11""",70 kg,18,£90K - £180K,£500 p/w,Left,Very Strong,Reasonable,Determined,Media-friendly,6,13,6,6,9,3,8,6,7,10,7,4,10,7,9,8,9,7,10,10,20,8,7,5,8,9,9,9,14,9,9,9,16,12,11,6,2,1,3,1,2,1,2,3,3,2,1
- - -,Wnt,2000081496,Jack Hinchy,M (C),Brighton,ENG,"5'11""",69 kg,19,£9K - £100K,"£2,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,7,6,9,9,11,7,5,9,2,9,12,3,10,11,12,8,6,9,9,12,13,5,11,5,5,8,11,13,13,9,9,9,13,12,13,11,1,3,2,1,3,2,1,3,1,1,1
- - -,Loa,28126167,Fynn Talley,GK,Brighton,ENG,"6'2""",77 kg,20,£8K - £50K,"£2,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,3,3,1,3,1,6,1,1,3,2,7,3,3,1,5,8,15,7,9,12,17,2,4,1,8,7,6,6,12,12,8,10,15,11,4,6,10,10,10,8,13,9,7,9,13,10,7
- - -,U21,29174499,Thomas McGill,GK,Brighton,ENG,"6'1""",79 kg,22,£18K - £50K,"£6,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,4,1,2,1,8,6,7,2,2,2,9,3,3,9,11,8,13,9,10,9,5,1,8,2,9,9,7,9,10,12,10,11,14,11,14,9,11,9,11,4,11,13,11,11,13,8,9
- - -,,2000084752,Jamie Mullins,"M (C), AM (LC), ST (C)",Brighton,IRL,"5'8""",60 kg,17,£250K - £1.6M,£200 p/w,Right Only,Weak,Very Strong,Ambitious,Media-friendly,7,9,12,8,11,6,8,9,4,4,11,7,6,12,7,8,11,10,8,10,11,12,4,12,10,12,11,11,12,12,12,7,14,12,11,8,3,2,3,4,1,3,1,1,3,3,3
- - -,Yth,2000128099,Charlie Penman,D (C),Brighton,ENG,"6'2""",73 kg,16,£220K - £950K,£180 p/w,Left,Very Strong,Weak,Balanced,Level-headed,5,6,1,8,11,6,10,7,3,9,15,8,14,16,12,8,9,6,11,8,10,5,8,7,12,8,9,9,8,7,9,16,13,7,7,7,4,2,1,2,2,2,2,2,3,1,1
- - -,U18,2000102078,Kain Ryan,D (C),Brighton,ENG,"6'0""",72 kg,17,£65K - £650K,£600 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,3,5,4,3,10,2,10,8,8,10,11,5,16,14,10,10,9,9,7,5,12,5,1,5,16,8,11,10,10,10,9,11,13,10,9,7,2,3,3,2,3,1,2,2,3,3,2
- - -,Yth,2000210140,Harry Mills,D/WB (L),Brighton,CYP,"5'9""",62 kg,16,£110K - £700K,£180 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,3,8,6,6,12,1,7,5,1,8,8,2,14,7,8,8,4,4,10,13,10,5,14,4,6,7,7,7,14,11,7,9,12,14,8,5,3,2,4,1,1,1,2,2,2,1,3
- - -,,2000006517,Ruairi McConville,D (C),Brighton,NIR,"6'4""",80 kg,17,£240K - £500K,"£1,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,1,1,1,5,6,1,13,5,5,11,6,1,13,4,13,8,7,3,9,13,2,5,6,2,13,5,2,6,12,11,6,11,9,8,6,7,4,4,3,1,1,1,1,3,3,3,1
- - -,,29243568,Marcus Ifill,"M (RL), AM (RLC)",Brighton,ENG,"5'9""",71 kg,18,£6K - £300K,"£1,000 p/w",Right,Weak,Very Strong,Fairly Determined,Media-friendly,8,10,12,12,8,8,9,8,4,4,7,4,5,9,11,6,7,7,7,6,16,13,7,7,5,7,6,11,14,9,10,7,10,12,12,8,1,1,3,3,2,2,1,1,1,1,3
- - -,Yth,2000210139,Joe Knight,"DM, M (C)",Brighton,ENG,"5'9""",63 kg,17,£26K - £250K,£180 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,5,5,6,5,9,5,6,5,4,5,13,4,11,12,9,5,7,8,8,13,7,5,9,6,11,7,10,12,10,7,7,3,15,7,11,6,1,4,1,1,2,1,1,2,2,2,1
- - -,,2000124290,Tommy Reid,GK,Brighton,ENG,"5'9""",64 kg,17,£60K - £600K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,3,1,3,1,9,8,1,1,2,2,11,3,3,6,11,11,9,9,11,8,10,1,8,2,11,9,8,8,10,9,10,8,14,11,6,7,8,11,8,5,12,10,12,8,12,9,12
- - -,,2000161868,Mark O'Mahony,ST (C),Brighton,IRL,"5'11""",66 kg,17,£300K - £1.6M,£525 p/w,Right Only,Weak,Very Strong,Ambitious,Media-friendly,4,8,8,11,9,5,9,7,5,5,8,9,5,9,12,7,8,9,10,9,13,11,4,11,7,10,8,12,13,12,11,9,13,13,13,10,3,4,2,3,2,2,2,1,1,3,1
- - -,Yth,2000210135,Harry Lee,D/WB (R),Brighton,ENG,"6'0""",67 kg,16,£18K - £180K,£180 p/w,Right,Fairly Strong,Very Strong,Balanced,Media-friendly,4,6,6,1,8,2,4,4,1,7,5,4,11,7,10,5,8,7,12,13,9,9,11,6,4,7,4,7,14,11,7,14,17,11,9,6,1,2,2,1,3,2,3,2,3,1,3
- - -,Yth,2000210137,Jaydon Fuller,ST (C),Brighton,WAL,"5'9""",66 kg,16,£85K - £180K,£180 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,4,8,12,11,4,11,4,3,1,5,10,1,7,7,6,7,13,6,12,4,8,3,12,3,4,3,5,12,6,5,4,9,10,6,8,1,1,3,2,1,2,3,1,1,3,1
- - -,Inj,2000210141,Sahil Bashir,M/AM (L),Brighton,ENG,"5'7""",56 kg,16,£275K - £600K,£180 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,4,9,12,8,8,7,6,5,5,2,6,5,7,13,10,7,6,5,6,9,1,12,9,7,6,8,5,8,13,11,15,6,10,13,5,2,1,2,3,2,1,2,3,1,3,3,1
- - -,Yth,2000210134,Lorenz Ferdinand,GK,Brighton,ENG,"6'0""",67 kg,16,£20K - £190K,£180 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,4,3,2,1,3,8,1,3,1,3,6,3,2,1,6,4,5,6,6,13,10,1,3,3,10,6,5,5,8,14,7,8,14,10,1,5,10,3,6,8,13,9,7,11,13,5,8
- - -,,2000124286,Jake Gee,M/AM (C),Brighton,ENG,"5'10""",62 kg,17,£30K - £300K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,8,8,12,16,8,8,7,9,1,9,8,7,15,9,15,8,1,7,10,7,13,11,9,7,8,15,10,11,12,8,6,6,15,10,9,6,2,3,2,1,2,2,2,1,3,4,3
- - -,Inj,2000124291,Bailey Smith,"M (R), AM (RL)",Brighton,ENG,"5'7""",72 kg,17,£26K - £275K,£150 p/w,Right Only,Weak,Very Strong,Fairly Determined,Level-headed,8,8,5,15,9,8,8,9,8,5,7,10,9,7,13,10,7,13,7,7,16,9,3,7,4,12,8,14,15,6,11,5,13,11,9,11,2,2,3,3,2,2,3,3,2,1,3
- - -,Yth,2000210136,Charlie Tasker,D (C),Brighton,ENG,"6'0""",71 kg,16,£26K - £250K,£180 p/w,Right,Weak,Very Strong,Fairly Determined,Level-headed,3,1,1,4,4,2,8,5,3,13,3,4,8,4,5,9,8,4,6,13,15,5,2,3,11,5,2,6,13,12,5,6,12,12,6,9,4,4,1,2,2,1,3,3,2,3,1
- - -,Yth,2000210138,Yussif Moro Owusu,"DM, M (C)",Brighton,GHA,"5'10""",63 kg,16,£22K - £220K,£180 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,4,4,3,5,6,5,4,4,1,6,12,1,12,8,12,6,7,1,7,9,8,5,8,5,7,6,9,11,12,10,6,5,11,13,10,6,1,3,2,3,3,2,1,1,4,3,4
- - -,Yth,2000210133,Zane Albarus,M (L),Brighton,ENG,"5'10""",63 kg,16,£120K - £250K,£180 p/w,Left,Very Strong,Fairly Strong,Balanced,Media-friendly,7,11,6,5,8,4,3,7,2,6,12,1,4,11,13,4,4,5,5,11,12,7,11,7,4,7,6,12,14,13,8,6,8,13,8,4,1,3,4,2,2,2,3,1,1,2,2
- - -,Yth,2000210142,Remiero Moulton,M/AM (C),Brighton,ENG,"5'10""",61 kg,16,£35K - £350K,£180 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,1,4,12,6,12,3,6,6,3,5,10,2,1,12,12,9,4,2,6,11,16,13,10,8,3,5,12,7,9,13,6,7,11,12,12,3,1,4,3,1,1,1,1,1,3,1,2
- - -,Inj,2000124293,Joe Winstanley,D/WB (R),Brighton,ENG,"5'5""",55 kg,17,£45K - £95K,£150 p/w,Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,8,10,8,2,8,6,8,8,8,10,10,6,8,9,10,9,6,9,9,8,17,5,2,6,7,15,7,13,14,11,5,3,15,13,9,3,3,1,3,1,3,1,2,3,1,2,4
- - -,U18,2000124284,Joshua Duffus,ST (C),Brighton,ENG,"5'11""",73 kg,17,£26K - £275K,£150 p/w,Right,Reasonable,Very Strong,Fairly Determined,Level-headed,5,8,15,11,6,7,12,8,2,6,9,1,3,5,5,12,7,7,7,6,17,5,1,15,6,12,8,11,10,4,11,6,12,15,8,11,2,2,3,3,2,3,2,2,3,3,3
- - -,,2000124285,Hugo Fisher,GK,Brighton,SVK,"6'0""",63 kg,17,£45K - £85K,£150 p/w,Right,Fairly Strong,Very Strong,Balanced,Media-friendly,3,1,2,2,5,5,1,3,2,3,7,3,3,2,9,8,6,6,11,13,8,2,7,3,8,6,5,5,7,8,6,8,17,7,5,2,8,11,9,5,10,8,8,7,13,5,9
- - -,,2000166422,Billie Clark,M/AM (L),Brighton,ENG,"5'7""",66 kg,18,£6K - £170K,£500 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,6,9,14,12,13,7,8,6,4,6,7,2,4,12,6,5,6,7,5,7,16,11,4,9,7,9,8,9,14,11,10,7,7,9,9,6,1,3,2,2,1,1,1,1,3,3,1
- - -,Inj,2000124289,Eliot Jenks,"DM, M (C)",Brighton,ENG,"5'9""",75 kg,17,£210K - £425K,£150 p/w,Right,Reasonable,Very Strong,Balanced,Level-headed,7,5,8,11,14,7,6,8,4,6,10,7,10,9,15,11,7,7,3,11,8,5,11,10,9,10,9,12,9,9,15,5,10,10,8,5,1,1,3,2,2,3,2,3,3,1,3
- - -,Inj,28126163,Toby Bull,GK,Brighton,ENG,"6'4""",75 kg,19,£12K - £45K,"£2,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,1,2,3,2,2,6,1,2,1,3,10,2,3,2,12,8,11,4,10,13,7,2,5,2,8,7,6,6,5,7,2,14,13,4,2,7,11,9,9,5,9,6,7,10,14,12,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sigames.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
