Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,PR,29142089,Scott Wharton,D (C),Blackburn,ENG,"6'2""",65 kg,27,£12M - £13.5M,"£26,500 p/w",Left,Very Strong,Weak,Fairly Professional,Reserved,5,8,7,7,12,8,16,5,7,15,12,7,12,12,14,13,15,14,13,13,12,5,15,9,15,12,11,13,11,12,14,15,15,12,13,14,2,1,3,3,1,2,3,2,2,3,2
- - -,Wnt,2000137635,Ashley Phillips,D (C),Blackburn,ENG,"6'5""",88 kg,19,£11.5M - £14M,"£15,000 p/w",Right,Reasonable,Very Strong,Fairly Loyal,Media-friendly,4,5,7,5,11,6,14,4,4,13,10,7,11,12,8,13,12,11,14,13,14,7,8,10,11,12,11,10,12,13,14,18,14,14,12,15,1,3,2,2,1,1,1,2,2,1,3
- - -,PR,49041157,Melvin Bard,D/WB/M/AM (L),Blackburn,FRA,"5'8""",65 kg,24,£8.6M - £9.2M,"£19,500 p/w",Left,Very Strong,Weak,Fairly Determined,Level-headed,5,15,13,6,13,5,9,8,10,15,14,5,13,14,15,13,15,11,11,12,16,13,11,12,12,15,12,15,14,12,12,7,15,14,11,11,4,2,4,2,2,2,1,2,3,1,3
- - -,PR,29158533,Callum Brittain,D/WB (R),Blackburn,ENG,"5'11""",73 kg,26,£8.4M - £9.2M,"£15,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,12,12,6,12,7,9,7,7,13,11,5,12,12,11,12,12,12,13,12,13,12,12,13,12,13,12,16,14,12,13,12,14,13,15,10,3,1,1,2,2,1,3,3,3,4,2
- - -,,2002232693,Ibrahim Bio,"AM (LC), ST (C)",Blackburn,SCO,"6'1""",73 kg,18,£6.8M - £8M,£550 p/w,Either,Very Strong,Strong,Fairly Determined,"Volatile, Media-friendly, Confrontational",5,4,9,8,11,10,10,6,3,2,11,6,1,14,14,9,14,9,7,9,15,13,7,14,4,6,7,7,15,14,16,11,14,13,10,6,2,1,1,2,2,2,2,3,3,3,3
- - -,PR,29157673,Harry Pickering,D/WB (L),Blackburn,ENG,"6'1""",79 kg,26,£4.5M - £6M,"£10,000 p/w",Left,Very Strong,Reasonable,Professional,Level-headed,12,13,12,10,14,12,11,10,7,11,13,9,10,13,10,12,10,14,14,14,12,8,11,14,13,15,14,16,10,11,12,10,14,11,15,10,3,2,3,4,4,2,1,1,1,3,1
- - -,Wnt,28116488,Dilan Markanday,"AM (RL), ST (C)",Blackburn,ENG,"5'10""",64 kg,23,£1.2M - £2.7M,"£5,000 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,8,11,15,9,11,11,9,11,3,7,11,12,5,13,11,11,11,12,7,11,11,15,8,11,8,10,12,11,15,16,14,6,12,13,12,11,3,1,1,2,3,1,3,3,3,2,3
- - -,Yth,2002339789,Malick Kujabi,D (C),Blackburn,SWE,"6'1""",71 kg,16,£550K - £1M,£180 p/w,Right,Weak,Very Strong,Unambitious,Level-headed,4,6,4,5,6,1,7,4,6,10,9,5,14,7,8,11,15,9,7,10,13,5,13,5,7,10,6,12,10,8,14,11,14,8,8,7,3,2,3,3,3,1,1,2,4,1,2
- - -,Wnt,85010871,Nampalys Mendy,"DM, M (C)",Blackburn,SEN,"5'6""",71 kg,32,£550K - £850K,"£25,000 p/w",Right,Weak,Very Strong,Balanced,"Plays Mind Games, Level-headed",7,10,11,8,14,7,7,7,5,13,14,11,15,13,13,15,14,15,13,14,13,8,7,8,14,16,12,16,12,13,13,4,15,11,15,10,1,1,3,2,2,2,2,1,3,3,3
- - -,Wnt,52014865,Stuart Dallas,"D (RL), WB (R), M (RLC), AM (RL)",Blackburn,NIR,"6'0""",80 kg,33,£550K - £750K,"£12,000 p/w",Right,Reasonable,Very Strong,Resolute,"Plays Mind Games, Reserved",11,12,10,11,11,9,7,13,4,12,11,9,11,9,10,12,12,11,12,10,17,12,12,12,12,16,10,19,11,9,12,10,19,11,15,6,3,2,1,1,2,3,3,2,2,1,2
- - -,U18,2000191713,Paul Murphy-Worrell,"D/WB (L), DM, M (LC), AM (RL)",Blackburn,ENG,"6'1""",77 kg,18,£500K - £850K,"£2,500 p/w",Left,Very Strong,Weak,Balanced,Media-friendly,4,6,7,5,9,6,7,9,6,7,8,5,8,9,8,7,8,10,8,12,12,12,6,8,7,12,12,8,9,12,15,12,13,12,10,10,2,1,2,3,3,2,3,2,2,3,2
- - -,Wnt,29106999,Sammie Szmodics,"M (C), AM (RLC), ST (C)",Blackburn,IRL,"5'7""",67 kg,29,£500K,"£15,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,5,10,12,11,11,5,5,11,3,6,11,11,7,12,12,12,14,12,8,10,15,12,8,13,8,13,9,17,13,10,10,6,14,14,13,10,3,2,1,1,2,1,3,1,1,3,3
- - -,Ask,29218326,Ethan Walker,"AM (RL), ST (C)",Blackburn,ENG,"6'1""",79 kg,22,£500K,£625 p/w,Right Only,Weak,Very Strong,Driven,Media-friendly,4,9,11,4,8,6,7,8,7,6,9,9,8,11,11,8,9,9,7,10,18,13,12,9,7,10,9,10,13,11,10,9,11,13,10,11,1,1,2,1,2,4,1,2,3,3,3
- - -,,2000191716,James Edmondson,M/AM (C),Blackburn,ENG,"6'0""",73 kg,19,£400K - £1.5M,"£2,200 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,7,5,6,4,13,7,5,7,2,10,13,6,10,15,12,9,5,13,4,12,14,14,11,10,8,13,14,11,11,13,11,11,15,14,10,9,2,4,3,3,1,3,3,3,2,2,1
- - -,,2002232690,Karl O'Neill,GK,Blackburn,ENG,"6'0""",74 kg,17,£275K - £1.4M,£450 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,3,3,1,1,3,7,1,2,3,2,5,1,1,5,7,7,8,6,8,13,12,3,14,3,11,6,4,6,2,11,10,11,13,4,8,7,10,11,12,1,13,12,8,10,11,8,9
- - -,,2002232700,Marco Braun,D (C),Blackburn,AUT,"6'7""",89 kg,18,£275K - £1.3M,"£2,000 p/w",Right Only,Very Weak,Very Strong,Fairly Determined,Level-headed,6,3,7,6,8,5,11,5,8,10,6,4,15,4,12,11,12,9,11,9,16,2,10,2,9,10,6,12,12,12,10,17,11,11,10,11,1,2,1,3,3,1,3,3,3,3,3
- - -,Yth,2002339787,Christie Coppen,GK,Blackburn,ENG,"6'0""",68 kg,16,£230K - £1.9M,£180 p/w,Right,Weak,Very Strong,Balanced,Outspoken,3,2,1,1,5,6,1,3,1,3,5,2,1,5,9,9,14,5,11,13,7,1,5,1,7,12,7,8,8,11,13,8,6,10,6,5,8,12,9,1,8,11,12,7,14,14,6
- - -,,2002232695,Vladimir Gašić,"D (C), DM",Blackburn,SRB,"5'10""",69 kg,17,£190K - £950K,£375 p/w,Left,Very Strong,Weak,Resilient,Unflappable,6,6,4,4,10,5,11,3,6,12,7,3,12,6,8,10,17,10,12,9,17,8,12,5,9,15,3,14,13,12,10,10,11,11,12,11,1,1,1,3,2,1,3,3,2,1,1
- - -,BPR,29130390,Aynsley Pears,GK,Blackburn,ENG,"6'1""",80 kg,26,£180K - £700K,"£9,500 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,2,3,1,2,9,4,7,3,10,3,11,1,1,10,4,9,14,7,11,14,10,1,7,10,12,9,8,7,10,13,10,11,12,10,11,9,11,12,11,7,12,13,13,6,11,7,10
- - -,BPR,28107810,Joe Hilton,GK,Blackburn,ENG,"6'6""",94 kg,25,£170K - £650K,"£3,300 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,3,3,7,5,5,5,10,5,12,3,5,7,5,11,9,12,11,10,1,3,6,4,12,11,7,11,11,9,8,15,11,10,10,14,16,11,10,3,10,11,9,4,9,7,10
- - -,Yth,2002339796,Dominik Milutinović,D (L),Blackburn,ENG,"6'3""",75 kg,16,£160K - £1.7M,£180 p/w,Left Only,Very Strong,Weak,Fairly Sporting,Level-headed,5,7,9,5,10,9,8,4,8,10,8,6,15,6,12,7,18,7,9,10,11,9,13,6,12,12,7,8,11,7,14,14,12,9,10,8,2,3,1,1,2,3,3,3,2,3,3
- - -,Yth,2002339795,Eamon Ozmen,D/WB (R),Blackburn,ENG,"6'0""",73 kg,16,£150K - £900K,£180 p/w,Either,Strong,Very Strong,Fairly Determined,Level-headed,4,7,8,4,7,1,6,1,7,8,9,5,11,11,13,8,8,8,6,9,15,2,3,7,10,8,7,12,12,9,7,12,5,8,15,8,2,2,3,2,2,3,2,2,4,3,3
- - -,Wnt,2000191720,Junior Nsangou,"AM (LC), ST (C)",Blackburn,CMR,"6'1""",75 kg,18,£150K - £650K,"£1,300 p/w",Right,Weak,Very Strong,Balanced,Level-headed,3,5,15,8,13,4,8,10,1,3,8,7,1,12,5,12,8,12,3,9,12,12,12,12,1,6,9,10,11,11,16,13,17,10,8,9,2,1,3,3,3,3,2,2,4,3,2
- - -,Wnt,2000139533,Dominik Biniek,M/AM (RLC),Blackburn,POL,"5'9""",68 kg,20,£100K - £180K,£200 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,5,10,11,7,12,5,6,7,6,5,13,7,5,11,9,6,5,10,5,12,10,11,9,12,4,7,7,7,14,10,9,1,8,12,10,6,1,2,2,4,3,3,1,3,4,1,2
- - -,Yth,2002232697,Gareth Cochrane,D (LC),Blackburn,ENG,"6'4""",89 kg,18,£70K - £140K,£180 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,3,3,3,1,5,4,12,4,3,9,4,4,15,4,10,6,16,7,9,9,6,6,8,1,7,10,5,12,8,6,14,14,13,6,11,14,3,2,2,1,2,2,3,1,1,3,3
- - -,Yth,2002339792,Matt Jones,ST (C),Blackburn,WAL,"5'11""",64 kg,16,£65K - £650K,£180 p/w,Right Only,Weak,Very Strong,Unambitious,Level-headed,1,5,5,11,11,4,8,8,1,7,7,6,3,8,8,7,10,11,6,9,3,7,5,10,2,9,7,6,14,10,8,11,10,12,9,5,2,2,2,4,1,1,2,1,2,1,3
- - -,Ctr,2000053513,George Pratt,"D (C), DM",Blackburn,ENG,"6'3""",82 kg,21,£55K - £100K,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,4,6,1,5,10,8,10,9,3,11,10,6,15,5,12,11,10,8,7,10,9,5,10,8,8,8,4,10,11,11,11,15,13,13,12,10,4,4,3,2,3,2,1,3,1,3,2
- - -,Inj,292380014,Lenni Rae Cirino,D/WB/AM (L),Blackburn,GHA,"5'10""",75 kg,21,£45K,£425 p/w,Left,Very Strong,Weak,Fairly Loyal,Level-headed,5,6,11,3,7,4,5,5,5,8,9,4,7,9,9,8,8,8,9,8,13,9,6,7,9,11,7,12,15,13,10,9,11,15,11,10,3,3,2,3,1,1,1,3,2,2,3
- - -,U18,2000137805,Charlie Olsen,D (C),Blackburn,ENG,"6'1""",76 kg,20,£30K - £55K,£200 p/w,Right,Weak,Very Strong,Balanced,Level-headed,5,2,5,2,6,4,10,1,6,11,8,3,14,2,15,6,9,7,8,11,7,5,11,6,8,8,5,8,11,10,12,13,16,14,12,10,3,1,2,1,1,3,1,1,1,3,4
- - -,Yth,2000191717,Rhys Doherty,"D (C), DM, M (C)",Blackburn,ENG,"6'0""",75 kg,18,£20K - £40K,£180 p/w,Right,Weak,Very Strong,Fairly Determined,Level-headed,5,5,5,2,6,2,8,4,1,7,5,4,12,8,14,8,8,4,11,9,15,6,10,6,12,6,8,9,10,12,10,10,13,13,7,10,1,1,2,1,1,2,1,1,2,1,3
- - -,Yth,2002232694,Daniel Rooney,"M (C), AM (RC)",Blackburn,IRL,"5'6""",64 kg,18,£16K - £160K,£180 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,8,7,9,6,11,4,6,7,3,7,14,6,9,11,8,6,8,11,7,13,11,6,3,9,8,8,13,12,11,10,15,3,10,9,10,11,2,3,3,2,1,1,2,3,2,1,2
- - -,Yth,2000191709,Ben Thirkill,D (RC),Blackburn,ENG,"6'4""",81 kg,19,£16K - £28K,£200 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,2,1,1,1,1,1,9,2,2,11,3,1,11,1,11,6,7,3,5,11,6,5,6,1,12,4,1,4,11,11,6,14,10,12,5,8,2,3,2,3,1,2,2,3,2,2,1
- - -,Yth,2002232691,Marouene Amdouni,D (L),Blackburn,SCO,"5'11""",72 kg,17,£12K - £120K,£180 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,5,8,6,4,6,1,5,6,5,7,6,5,12,6,12,8,15,6,10,9,14,4,5,6,9,14,8,10,12,11,11,11,7,11,14,8,3,1,2,1,3,1,1,3,1,2,3
- - -,Yth,2002232701,Ronaldo Bailey,D (RL),Blackburn,ENG,"5'11""",69 kg,17,£12K - £24K,£180 p/w,Right,Weak,Very Strong,Unambitious,Level-headed,4,5,7,2,6,2,5,1,4,7,5,4,6,4,11,9,8,5,9,9,6,4,4,6,8,17,5,11,13,11,5,5,15,12,12,10,2,2,2,3,1,4,3,1,2,1,2
- - -,Yth,2000191718,Lewis Bell,"AM (RLC), ST (C)",Blackburn,ENG,"5'11""",69 kg,19,£7K - £65K,£200 p/w,Right Only,Very Weak,Very Strong,Determined,Media-friendly,2,6,11,3,8,3,4,7,1,2,7,3,5,13,8,4,7,8,5,4,18,12,10,5,3,6,5,6,14,14,15,8,12,14,7,5,3,4,3,1,2,1,3,1,1,1,2
- - -,U18,2000137636,George Chmiel,"AM (RLC), ST (C)",Blackburn,POL,"5'11""",75 kg,20,£7K - £60K,£200 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,7,7,6,14,13,6,8,8,6,4,11,9,3,8,6,11,6,9,6,8,13,8,7,10,7,13,8,8,11,11,14,11,11,13,8,10,3,3,3,1,3,1,4,1,4,2,2
- - -,Yth,2000191710,Bradley Taylor,AM (RLC),Blackburn,ENG,"5'7""",62 kg,19,£6K - £60K,£200 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,5,7,12,7,14,5,3,7,5,1,11,6,2,9,6,8,7,10,4,11,8,11,12,6,6,13,11,8,9,11,10,4,13,12,9,6,1,1,3,1,3,1,1,2,2,3,2
- - -,U18,2000143993,Ryan Wilson,"D (C), DM, M (C)",Blackburn,ENG,"6'4""",83 kg,19,£6K - £12K,£200 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,2,1,4,4,7,5,5,6,1,6,10,1,7,6,15,7,6,4,5,12,10,5,6,5,7,12,3,11,8,7,5,14,14,8,8,8,1,3,1,2,1,1,2,4,1,3,1
- - -,U18,2000137632,Leo Duru,D/WB (R),Blackburn,ENG,"6'0""",74 kg,19,£5K - £70K,£200 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,5,5,6,3,9,2,6,1,5,6,9,2,12,8,12,6,7,4,7,13,17,9,11,5,8,11,8,12,13,11,8,10,12,12,13,9,1,3,1,1,1,1,2,2,2,2,2
- - -,Yth,2000139534,Adam Caddick,"D (C), DM, M (C)",Blackburn,ENG,"6'3""",79 kg,19,£5K - £55K,£200 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,3,3,4,11,5,7,7,5,8,11,6,10,9,7,10,8,11,5,10,4,8,8,6,11,13,12,9,10,8,12,15,13,10,12,7,3,3,2,1,4,3,3,3,2,2,2
- - -,,2000191719,Matthew Litherland,D (C),Blackburn,ENG,"6'1""",77 kg,19,£5K - £50K,£750 p/w,Right Only,Weak,Very Strong,Determined,Level-headed,5,4,3,4,6,4,10,1,3,9,9,7,13,5,14,7,10,11,14,8,18,6,10,5,6,9,5,9,12,13,11,16,17,15,11,11,1,1,1,3,1,3,3,3,2,1,1
- - -,Ctr,2000048748,Felix Goddard,GK,Blackburn,ENG,"5'11""",75 kg,20,£5K - £45K,£425 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,4,4,4,4,7,5,6,5,7,5,7,4,5,5,4,8,7,7,8,9,7,4,7,4,10,10,6,9,10,11,10,10,9,10,10,10,14,8,9,6,8,7,9,6,9,7,8
- - -,Yth,2002232692,Isaac Ratcliffe,AM (LC),Blackburn,WAL,"6'0""",74 kg,18,£4.5K - £100K,£180 p/w,Left Only,Very Strong,Weak,Unambitious,Level-headed,5,5,9,5,9,4,4,7,2,4,12,2,4,12,6,10,6,7,6,11,3,10,8,9,4,12,10,13,8,11,12,13,10,9,12,9,3,2,2,3,1,3,2,1,2,3,3
- - -,Yth,2000191712,Brandon Powell,D/WB/M (L),Blackburn,ENG,"5'8""",65 kg,19,£4K - £45K,£200 p/w,Left,Very Strong,Weak,Balanced,Level-headed,4,8,3,1,4,5,4,2,1,6,7,1,11,6,10,4,7,5,10,12,12,6,5,4,6,12,6,11,13,15,9,5,14,14,11,7,2,1,2,2,1,1,2,3,2,1,3
- - -,Ctr,292380007,Alex Baker,"AM (RL), ST (C)",Blackburn,ENG,"6'2""",77 kg,21,£4K - £16K,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,7,11,12,13,5,7,1,1,4,11,7,2,10,7,7,7,8,4,8,7,10,10,8,3,8,4,11,13,11,13,12,10,13,10,6,3,1,2,2,1,1,1,3,1,4,3
- - -,U18,2000139535,Harley O'Grady-Macken,"DM, M (C)",Blackburn,ENG,"5'10""",68 kg,20,£3.5K - £14K,£200 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,3,4,3,3,12,3,2,6,1,7,9,2,8,11,11,10,6,7,4,13,7,9,11,4,9,2,13,8,10,11,11,8,13,11,5,5,3,1,2,2,3,3,1,3,2,2,2
- - -,Yth,2000191711,Zack Stritch,"DM, M (C)",Blackburn,ENG,"6'1""",74 kg,19,£3K - £18K,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,4,3,4,1,10,4,4,7,1,6,5,1,11,8,13,4,6,3,7,14,16,5,7,3,4,7,8,11,13,11,7,11,15,12,8,6,3,2,3,2,1,2,1,2,2,2,1
- - -,Yth,2002232704,Marian Macho,AM (L),Blackburn,SVK,"5'8""",65 kg,18,£1.5K - £45K,£180 p/w,Left Only,Very Strong,Very Weak,Fairly Loyal,Level-headed,5,9,12,5,11,1,5,5,3,2,11,5,2,14,8,6,14,6,4,7,7,14,12,8,3,7,6,8,11,15,6,7,14,13,11,7,3,1,1,2,1,2,3,2,2,3,3
- - -,U18,2000137626,Will Blease,GK,Blackburn,IRL,"6'0""",73 kg,19,£1.5K - £12K,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Level-headed,4,1,3,2,1,7,1,3,2,3,5,2,2,1,14,3,6,5,10,12,16,2,10,2,6,5,3,3,11,13,6,6,9,10,5,4,8,7,6,5,12,3,9,15,6,12,5
- - -,Ask,29219118,Isaac Whitehall,"D (RC), DM, M (C)",Blackburn,ENG,"6'0""",70 kg,22,£0,£625 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,6,7,8,5,7,6,9,5,6,7,9,8,13,7,12,9,12,7,10,11,15,5,11,6,10,13,7,13,11,12,10,11,13,12,14,11,1,1,2,3,1,3,3,3,2,3,2
- - -,Ask,29219114,Jordan Eastham,GK,Blackburn,ENG,"6'0""",67 kg,23,£0,£625 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,2,4,10,8,7,5,10,5,11,5,6,5,4,9,8,11,9,9,5,2,7,2,10,11,9,11,12,12,8,11,12,12,11,10,14,10,9,12,11,15,9,9,11,12,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sigames.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
