Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,Inj,142173,Zlatan Ibrahimović,ST (C),Milan,SWE,195 cm,95 kg,40,£1.3M - £3.8M,"£32,000 p/w",Either,Strong,Very Strong,Perfectionist,Outspoken,4,12,12,19,20,15,16,15,6,4,15,14,3,19,16,17,18,16,17,16,20,20,20,16,5,14,15,7,7,9,19,18,20,8,8,18,2,1,3,1,1,3,2,3,1,2,2
- - -,Inj,28009478,Wojciech Szczęsny,GK,Juventus,POL,195 cm,90 kg,32,Not for Sale,"£200,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,2,3,1,3,10,1,5,1,2,3,11,7,2,8,12,13,14,17,12,12,15,7,8,4,14,9,10,11,9,15,11,17,12,12,11,15,16,14,14,13,18,16,16,7,17,16,13
- - -,,1410956,Leonardo Bonucci,D (C),Juventus,ITA,190 cm,85 kg,35,Not for Sale,"£200,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Evasive,4,8,8,10,14,12,15,12,5,14,17,12,13,13,11,18,17,15,15,13,20,10,20,6,19,16,17,12,11,11,12,14,15,10,11,15,2,3,4,1,4,2,2,3,3,1,2
- - -,Wnt,67131771,Luis Alberto,M/AM (C),Lazio,ESP,183 cm,74 kg,29,£15.5M - £46M,"£77,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Level-headed,17,12,15,15,17,15,6,15,4,8,17,14,9,16,12,15,13,13,14,16,17,20,12,15,10,16,17,14,12,13,13,10,14,12,13,12,2,3,1,1,2,1,1,2,3,2,1
- - -,Inj,24016529,Marcelo Brozović,"DM, M (C)",Inter,CRO,181 cm,68 kg,29,£62M - £186M,"£185,000 p/w",Right,Reasonable,Very Strong,Resilient,"Outspoken, Unflappable",14,12,10,10,16,13,11,13,4,12,17,12,17,16,13,15,14,14,17,12,16,12,14,13,14,18,15,16,12,12,16,10,20,12,20,12,3,2,1,3,1,3,4,1,3,4,4
- - -,nEU,13158205,Victor Osimhen,ST (C),Parthenope,NGA,185 cm,78 kg,23,£42M - £125M,"£96,000 p/w",Right,Reasonable,Very Strong,Fairly Ambitious,Media-friendly,4,8,13,15,14,7,14,12,4,4,12,14,8,14,15,14,14,14,13,13,14,13,10,19,5,12,11,13,17,15,14,15,14,19,12,16,2,3,3,2,2,1,3,3,3,1,1
- - -,Wnt,85086031,Adrien Rabiot,"DM, M (LC)",Juventus,FRA,188 cm,71 kg,27,£7.6M - £23M,"£150,000 p/w",Left,Very Strong,Weak,Balanced,Media-friendly,11,14,13,9,16,9,13,14,7,11,16,12,15,15,9,13,9,13,10,12,10,12,6,14,16,15,11,15,12,12,15,14,15,16,18,17,3,1,1,2,1,1,2,1,3,3,3
- - -,,67211695,Theo Hernández,D/WB/M (L),Milan,FRA,184 cm,81 kg,24,£75M - £224M,"£85,000 p/w",Left,Very Strong,Weak,Perfectionist,Media-friendly,8,15,16,13,14,12,13,15,11,12,13,15,14,13,18,13,14,12,11,12,16,13,13,17,11,12,12,13,17,14,17,12,16,18,16,13,3,3,2,1,1,2,3,3,3,3,3
- - -,nEU,19099575,Danilo,"D (RLC), WB (R)",Juventus,BRA,184 cm,78 kg,30,£16.5M - £49M,"£85,000 p/w",Right,Fairly Strong,Very Strong,Professional,Level-headed,7,14,12,10,14,9,11,12,7,12,15,11,14,14,11,15,15,13,14,13,16,12,12,13,15,16,15,14,13,12,13,12,13,14,14,13,3,1,3,4,1,1,2,2,2,2,1
- - -,Wnt,43252460,Alessandro Bastoni,D (C),Inter,ITA,190 cm,75 kg,23,£26M - £77M,"£86,000 p/w",Left,Very Strong,Reasonable,Resilient,"Evasive, Reserved",4,10,11,8,14,5,15,5,12,15,15,8,16,14,14,15,16,13,15,13,16,12,12,11,14,17,14,15,14,13,15,15,17,14,15,15,1,3,3,3,1,2,2,1,2,1,3
- - -,,43036586,Leonardo Spinazzola,D/WB/M (L),AS Roma,ITA,186 cm,75 kg,29,£37M - £111M,"£92,000 p/w",Right,Fairly Strong,Very Strong,Light-Hearted,Unflappable,6,14,16,8,16,5,11,9,8,11,14,7,10,15,8,12,8,12,14,12,13,16,6,16,10,11,14,11,16,14,13,11,9,17,12,11,2,3,2,3,3,1,2,1,3,1,2
- - -,,34000647,Olivier Giroud,ST (C),Milan,FRA,192 cm,93 kg,35,£2.6M - £7.8M,"£74,000 p/w",Left,Very Strong,Reasonable,Model Professional,Level-headed,4,8,11,15,15,12,19,13,6,8,12,16,7,14,14,17,17,16,14,14,20,14,17,17,9,19,13,15,9,12,19,17,17,12,12,18,2,1,3,2,1,1,2,2,2,2,3
- - -,Inj,1510305,Pedro,AM (RLC),Lazio,ESP,167 cm,66 kg,34,£1M - £3.1M,"£53,000 p/w",Either,Strong,Very Strong,Model Professional,Unflappable,12,12,16,14,17,10,6,16,3,4,12,13,5,16,14,15,12,13,13,15,20,18,8,17,5,14,13,17,14,17,15,6,20,14,10,7,2,2,1,1,2,2,1,1,2,1,2
- - -,nEU,19067093,Alex Sandro,D/WB/M (L),Juventus,BRA,180 cm,80 kg,31,£5.6M - £16.5M,"£200,000 p/w",Left,Very Strong,Reasonable,Fairly Professional,Level-headed,11,14,13,10,15,8,14,11,13,13,14,9,15,14,11,15,14,14,10,13,13,14,7,12,15,14,12,15,13,13,14,12,16,14,14,14,1,3,2,2,3,2,3,1,2,1,3
- - -,nEU,8502440,Edin Džeko,ST (C),Inter,BIH,193 cm,94 kg,36,£800K - £2.3M,"£155,000 p/w",Either,Very Strong,Very Strong,Model Professional,Level-headed,4,11,10,16,16,8,17,12,4,5,15,13,7,15,8,16,14,13,14,15,17,12,14,13,6,17,14,13,11,9,17,16,19,11,13,17,3,1,3,3,3,2,3,3,1,2,2
- - -,nEU,59006269,Henrikh Mkhitaryan,"M (C), AM (LC)",Inter,ARM,177 cm,75 kg,33,£2.7M - £8M,"£81,000 p/w",Either,Strong,Very Strong,Professional,Media-friendly,11,12,14,14,15,11,10,14,4,7,15,13,10,16,14,17,10,12,11,15,15,14,5,16,9,15,16,12,13,15,13,8,14,14,12,10,1,3,4,2,1,2,2,1,2,3,1
- - -,,43298481,Sandro Tonali,"DM, M (C)",Milan,ITA,181 cm,79 kg,22,£53M - £158M,"£77,000 p/w",Right,Fairly Strong,Very Strong,Resolute,Reserved,14,12,13,10,15,15,9,13,11,13,15,11,14,15,14,16,16,14,15,14,16,12,14,14,14,16,14,16,13,14,15,10,14,14,14,12,3,2,3,3,4,2,1,2,3,2,1
- - -,Inj,43161651,Federico Chiesa,M/AM (RL),Juventus,ITA,175 cm,70 kg,24,£43M - £128M,"£155,000 p/w",Either,Strong,Very Strong,Perfectionist,Evasive,10,14,15,13,14,6,9,13,4,6,13,10,5,14,17,12,13,15,10,10,18,15,13,15,7,11,13,16,16,15,13,8,16,17,14,13,1,1,2,2,3,1,1,1,3,3,1
- - -,Wnt,92026209,Hakan Çalhanoğlu,M/AM (LC),Inter,TUR,178 cm,69 kg,28,£13.5M - £40M,"£155,000 p/w",Right,Fairly Strong,Very Strong,Ambitious,Media-friendly,18,17,11,13,17,16,7,17,4,8,18,16,11,16,11,14,10,14,12,15,12,16,9,14,11,15,18,10,13,14,13,8,16,12,13,9,3,1,3,3,2,2,3,1,3,1,1
- - -,,96026541,Arkadiusz Milik,ST (C),Juventus,POL,186 cm,80 kg,28,£23M - £69M,"£65,000 p/w",Left,Very Strong,Reasonable,Ambitious,Media-friendly,10,10,12,16,15,15,15,14,4,4,13,15,6,16,10,17,14,14,14,15,13,14,11,15,4,15,11,16,14,14,16,14,12,13,13,15,3,3,2,3,2,2,1,3,3,3,3
- - -,,7582392,Samir Handanovič,GK,Inter,SVN,193 cm,89 kg,37,£1.9M - £5.8M,"£77,000 p/w",Right Only,Weak,Very Strong,Model Citizen,Unflappable,7,3,2,2,10,10,8,3,3,2,8,1,2,8,10,15,15,14,13,14,15,6,16,4,15,17,7,13,9,14,13,16,18,9,13,13,13,16,18,5,15,11,17,14,18,13,11
- - -,Wnt,37001814,Stefan de Vrij,D (C),Inter,NED,189 cm,78 kg,30,£7M - £21M,"£115,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,4,8,10,9,13,6,16,8,7,17,14,8,15,14,13,17,15,14,13,13,14,12,13,8,14,16,12,15,12,12,14,15,16,12,15,15,2,3,2,1,1,3,1,1,1,1,3
- - -,nEU,62182055,Dušan Vlahović,ST (C),Juventus,SRB,191 cm,81 kg,22,£46M - £138M,"£215,000 p/w",Left,Very Strong,Reasonable,Spirited,Evasive,6,8,13,17,12,16,15,15,4,4,12,18,7,14,14,15,16,15,14,14,17,14,11,16,7,14,13,15,12,13,15,14,17,15,16,18,3,2,2,3,1,1,3,3,3,3,1
- - -,,43093395,Alessio Romagnoli,D (C),Lazio,ITA,188 cm,78 kg,27,£7.4M - £22M,"£92,000 p/w",Left,Very Strong,Reasonable,Resolute,Reserved,5,5,8,8,12,4,15,5,13,16,14,12,15,13,14,13,13,15,13,13,15,5,13,8,15,15,12,14,12,12,15,15,14,13,16,14,4,2,2,3,2,3,2,1,1,1,4
- - -,nEU,62113639,Luka Jović,ST (C),Fiorentina,SRB,181 cm,79 kg,24,£4.6M - £14M,"£26,500 p/w",Either,Strong,Very Strong,Jovial,"Unflappable, Media-friendly",7,11,12,14,14,8,15,10,4,5,12,11,5,13,7,16,13,14,9,10,14,13,7,16,6,10,12,7,13,14,17,12,11,15,11,14,2,4,4,3,1,2,3,3,1,3,3
- - -,Wnt,43093171,Piotr Zieliński,M/AM (C),Parthenope,POL,180 cm,69 kg,28,£22M - £66M,"£105,000 p/w",Either,Strong,Very Strong,Fairly Professional,Level-headed,14,14,13,14,17,12,7,15,4,7,17,14,7,16,10,15,11,12,9,14,11,15,10,14,10,15,16,12,13,14,12,9,16,14,14,10,3,2,3,3,4,2,2,1,3,1,1
- - -,Inj,43270517,Nicolò Zaniolo,"M (C), AM (RC), ST (C)",AS Roma,ITA,189 cm,79 kg,22,£30M - £90M,"£77,000 p/w",Left,Very Strong,Reasonable,Driven,Outspoken,13,12,16,13,13,9,12,15,6,8,12,12,9,15,18,13,18,15,14,12,18,14,9,16,9,8,14,15,14,13,12,12,13,16,13,17,2,2,3,2,3,2,1,1,2,2,3
- - -,,14024702,Leandro Paredes,"DM, M (C)",Juventus,ARG,180 cm,75 kg,27,£12M - £36M,"£150,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,15,12,14,11,15,14,12,15,7,12,15,13,14,16,17,15,16,14,14,14,14,13,10,14,12,15,13,14,13,14,13,10,14,13,15,13,3,3,3,4,1,1,2,2,1,2,3
- - -,,43094100,Lorenzo Pellegrini,"DM, M/AM (C)",AS Roma,ITA,186 cm,77 kg,26,£60M - £181M,"£125,000 p/w",Right,Fairly Strong,Very Strong,Professional,Evasive,16,16,14,12,17,16,9,12,4,11,14,12,11,16,13,15,14,12,11,12,15,16,13,16,11,18,16,16,13,15,11,10,15,12,15,10,3,4,4,1,4,2,1,2,3,1,1
- - -,,1400480,Antonio Candreva,"WB (R), M (RC)",Salernitana,ITA,180 cm,70 kg,35,£800K - £2.4M,"£40,000 p/w",Right,Fairly Strong,Very Strong,Professional,Level-headed,12,16,15,13,16,12,5,12,6,9,15,13,8,15,11,16,11,13,12,13,18,16,12,15,12,10,14,13,13,12,13,9,17,12,13,9,2,2,2,2,4,3,1,3,3,2,2
- - -,,85059774,Samuel Umtiti,D (C),Salento,FRA,182 cm,75 kg,28,£1.5M - £4.6M,"£88,000 p/w",Left,Very Strong,Weak,Balanced,Media-friendly,4,9,9,6,12,7,14,9,9,15,13,8,14,14,14,15,15,13,15,13,14,8,10,9,16,12,10,12,12,11,12,12,6,12,10,15,2,3,1,3,2,1,4,1,2,3,3
- - -,nEU,76014012,Duván Zapata,ST (C),Atalanta,COL,189 cm,88 kg,31,Not for Sale,"£55,000 p/w",Right,Reasonable,Very Strong,Professional,Reserved,4,9,12,18,13,4,15,11,4,4,13,14,7,13,13,16,14,15,12,14,15,12,7,15,3,18,12,13,13,10,15,15,16,17,14,19,1,3,1,1,3,3,1,1,2,3,3
- - -,,37052843,Denzel Dumfries,D/WB/M (R),Inter,NED,189 cm,80 kg,26,£29M - £88M,"£53,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,11,13,13,12,12,5,16,11,11,10,13,11,14,12,14,13,13,12,11,12,16,11,9,17,11,12,11,14,17,14,14,15,15,18,15,15,1,1,3,1,3,3,2,4,2,3,1
- - -,,18045347,Divock Origi,"AM (L), ST (C)",Milan,BEL,189 cm,75 kg,27,£5.6M - £17M,"£85,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,5,10,15,13,16,9,13,12,6,7,13,13,8,14,12,13,12,14,12,11,8,15,7,14,7,13,12,15,14,14,14,14,13,15,13,15,1,1,1,2,2,2,1,3,1,1,2
- - -,nEU,28097985,Tammy Abraham,ST (C),AS Roma,ENG,196 cm,87 kg,24,£45M - £135M,"£96,000 p/w",Right,Fairly Strong,Very Strong,Light-Hearted,Level-headed,4,9,14,15,14,10,15,12,4,6,13,14,8,14,14,15,15,12,13,12,16,16,12,15,8,16,12,16,15,15,17,16,14,16,13,14,3,2,1,1,2,1,1,2,3,2,1
- - -,,62000307,Nemanja Matić,"DM, M (C)",AS Roma,SRB,194 cm,85 kg,33,£2.6M - £7.8M,"£74,000 p/w",Left,Very Strong,Reasonable,Professional,"Evasive, Reserved",10,11,12,8,15,10,16,14,5,13,15,12,16,15,10,15,14,16,14,14,13,4,14,10,16,16,13,13,8,10,19,16,10,10,12,17,3,1,2,3,1,4,2,1,2,3,3
- - -,,78040720,Matías Vecino,"DM, M (C)",Lazio,URU,187 cm,81 kg,30,£3.7M - £11M,"£58,000 p/w",Right,Reasonable,Very Strong,Resolute,Media-friendly,13,12,10,13,13,12,16,14,5,13,14,13,12,14,14,16,14,14,12,13,16,12,13,17,14,16,13,15,10,12,17,14,14,12,14,13,3,3,2,1,3,2,1,1,1,3,1
- - -,Inj,859612,Georginio Wijnaldum,"DM, M (C), AM (LC)",AS Roma,NED,175 cm,74 kg,31,£19M - £58M,"£180,000 p/w",Right,Reasonable,Very Strong,Light-Hearted,Unflappable,8,12,15,12,16,6,12,8,6,12,14,7,13,15,12,15,12,15,16,15,15,12,14,14,14,15,11,15,14,15,17,11,18,13,16,13,1,2,3,1,2,1,2,1,2,2,2
- - -,nEU,62070416,Filip Kostić,WB/M/AM (L),Juventus,SRB,184 cm,84 kg,29,£8.2M - £24M,"£53,000 p/w",Left Only,Very Strong,Weak,Fairly Determined,Media-friendly,15,18,13,10,13,12,6,13,10,7,15,11,8,14,13,11,14,11,11,12,15,12,7,13,8,13,13,14,15,13,16,10,16,16,16,13,1,2,1,3,1,1,1,1,3,2,2
- - -,Trn,37041773,Robin Gosens,D/WB/M (L),Inter,GER,184 cm,76 kg,27,£6.4M - £19.5M,"£24,500 p/w",Left,Very Strong,Reasonable,Spirited,"Evasive, Reserved",11,14,11,15,13,6,16,13,8,12,13,6,15,14,13,15,13,14,13,13,16,10,10,17,11,15,12,14,15,12,14,14,12,16,13,13,1,2,1,2,1,2,3,2,3,2,1
- - -,,43017499,Francesco Acerbi,D (C),Inter,ITA,192 cm,88 kg,34,£1.1M - £3.4M,"£55,000 p/w",Left,Very Strong,Reasonable,Professional,Evasive,3,9,7,9,12,8,17,3,3,15,13,9,17,12,15,17,15,14,14,13,19,11,14,9,15,15,12,15,10,10,15,16,20,11,16,17,1,1,2,2,2,2,4,1,3,2,1
- - -,Inj,51042313,Hirving Lozano,"AM (RL), ST (C)",Parthenope,MEX,175 cm,70 kg,26,£11M - £33M,"£96,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Level-headed,9,13,14,14,15,12,12,12,5,4,14,14,6,15,12,14,9,15,10,13,12,16,7,16,6,11,13,12,16,16,11,9,13,16,13,7,3,2,1,1,3,1,4,1,3,3,2
- - -,nEU,76015142,Luis Muriel,ST (C),Atalanta,COL,179 cm,79 kg,31,£5.6M - £17M,"£38,500 p/w",Right,Fairly Strong,Very Strong,Resolute,Reserved,6,11,17,17,18,15,9,16,3,4,13,17,3,18,11,16,10,13,10,12,15,18,7,14,2,11,14,11,16,13,14,10,13,16,10,14,2,3,3,3,2,3,3,1,3,1,1
- - -,Trn,43167354,Manuel Locatelli,"DM, M (C)",Juventus,ITA,186 cm,75 kg,24,£16M - £48M,"£92,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,11,11,12,11,15,10,13,14,7,12,16,11,16,15,14,15,15,14,13,13,17,13,14,14,14,17,14,15,12,13,14,13,14,12,14,13,2,3,3,1,1,3,2,2,2,3,2
- - -,Inj,83176849,Merih Demiral,D (C),Atalanta,TUR,192 cm,85 kg,24,£17M - £51M,"£61,000 p/w",Right Only,Weak,Very Strong,Driven,Evasive,4,5,8,7,10,4,15,6,5,16,12,5,17,11,19,15,19,10,11,13,18,6,14,6,14,15,9,16,13,12,13,15,15,16,15,17,3,1,4,1,3,2,1,3,2,3,3
- - -,nEU,48030711,André-Franck Zambo Anguissa,"DM, M (C)",Parthenope,CMR,184 cm,78 kg,26,£19M - £57M,"£36,000 p/w",Right,Reasonable,Very Strong,Spirited,Evasive,4,10,17,11,16,5,11,10,3,12,15,9,16,16,14,15,14,15,15,14,16,16,12,14,14,15,12,15,14,14,17,12,13,14,15,16,3,3,1,1,1,2,1,2,2,3,1
- - -,Wnt,48032338,Ismaël Bennacer,"DM, M (C)",Milan,ALG,175 cm,70 kg,24,£22M - £65M,"£46,000 p/w",Left,Very Strong,Reasonable,Resolute,Level-headed,13,12,15,9,16,13,7,14,6,13,15,12,15,15,13,14,16,14,14,14,15,14,11,13,15,16,15,14,15,15,16,8,13,13,14,12,2,2,2,2,2,2,1,3,1,1,1
- - -,,14042683,Joaquín Correa,"AM (LC), ST (C)",Inter,ARG,188 cm,75 kg,27,£3.9M - £11.5M,"£105,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,13,11,16,13,16,10,11,13,3,4,14,12,5,17,9,14,9,13,9,11,13,17,7,14,6,12,13,9,16,15,11,12,14,17,12,11,3,3,3,1,3,1,3,2,3,3,2
- - -,Wnt,43075156,Giovanni Di Lorenzo,"D (RC), WB/M (R)",Parthenope,ITA,183 cm,83 kg,28,£15.5M - £47M,"£71,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,4,13,11,11,12,3,14,12,11,14,13,10,16,11,14,13,15,14,13,13,15,6,11,14,13,15,11,15,15,13,15,13,18,17,17,14,3,2,3,1,2,3,2,4,3,3,1
- - -,,24023726,Ante Rebić,"AM (L), ST (C)",Milan,CRO,185 cm,78 kg,28,£7.2M - £22M,"£74,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Outspoken,6,13,13,14,12,7,15,13,5,6,13,10,9,13,18,14,17,12,11,11,14,13,11,16,8,14,12,12,15,14,16,13,12,16,13,14,2,2,2,3,1,2,2,3,1,3,3
- - -,nEU,28097980,Fikayo Tomori,D (C),Milan,ENG,185 cm,79 kg,24,£44M - £131M,"£74,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,"Media-friendly, Reserved",6,7,9,8,11,6,15,6,5,16,13,6,15,12,17,16,15,14,15,13,14,5,12,6,14,14,11,14,16,13,14,14,15,17,15,15,2,3,3,3,3,3,2,2,1,3,2
- - -,,43066936,Andrea Belotti,ST (C),AS Roma,ITA,181 cm,73 kg,28,£3.2M - £9.6M,"£74,000 p/w",Right,Fairly Strong,Very Strong,Determined,Level-headed,4,8,11,15,12,8,15,12,4,6,12,15,10,12,15,14,17,14,14,13,18,12,14,15,7,18,12,18,12,12,17,13,14,14,13,16,1,3,1,3,1,2,3,2,3,3,2
- - -,Inj,43093382,Matteo Politano,"AM (RLC), ST (C)",Parthenope,ITA,171 cm,65 kg,28,£14M - £42M,"£67,000 p/w",Left,Very Strong,Reasonable,Fairly Professional,Reserved,16,15,13,13,15,14,8,16,5,6,14,14,7,14,7,14,11,15,12,14,14,14,10,15,7,14,13,13,15,16,12,7,14,14,13,9,1,3,1,1,4,1,2,2,1,3,1
- - -,,85128159,Tanguy Ndombele,"DM, M/AM (C)",Parthenope,FRA,181 cm,76 kg,25,£14M - £42M,"£120,000 p/w",Right,Reasonable,Very Strong,Fairly Ambitious,Level-headed,6,10,16,10,15,8,10,12,4,12,16,7,14,16,12,13,14,15,10,13,12,15,9,12,13,14,14,11,15,14,16,10,12,13,12,16,3,2,1,3,1,2,1,3,2,1,1
- - -,,83111483,Rafael Leão,"AM (L), ST (C)",Milan,POR,188 cm,81 kg,23,£65M - £194M,"£29,500 p/w",Right,Fairly Strong,Very Strong,Fairly Ambitious,Level-headed,5,15,17,15,16,6,11,13,6,4,15,12,7,15,9,13,8,13,11,13,14,17,8,15,7,13,14,13,17,17,16,14,15,16,11,14,3,2,1,1,3,1,1,4,3,1,2
- - -,,37003555,Marko Arnautović,ST (C),Bologna,AUT,192 cm,83 kg,33,Not for Sale,"£64,000 p/w",Either,Strong,Very Strong,Perfectionist,Level-headed,4,11,15,16,17,12,16,13,4,4,14,16,6,17,16,9,14,13,8,11,15,17,15,14,6,13,15,13,13,11,16,14,16,14,13,17,2,1,1,4,1,2,1,1,1,2,2
- - -,,37001813,Marten de Roon,"DM, M (C)",Atalanta,NED,185 cm,76 kg,31,Not for Sale,"£30,500 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,7,8,10,8,13,5,14,10,10,13,13,6,17,12,16,16,15,14,14,15,16,8,13,12,16,18,12,17,12,11,13,14,16,12,17,15,3,1,3,1,2,3,1,2,4,2,2
- - -,,71048716,Ruslan Malinovskyi,M/AM (C),Atalanta,UKR,181 cm,79 kg,29,£8.8M - £26M,"£21,000 p/w",Left,Very Strong,Fairly Strong,Fairly Professional,Level-headed,17,14,15,12,16,17,4,19,4,6,15,14,11,17,15,12,12,13,12,13,14,16,8,13,6,11,14,15,14,15,16,9,16,12,11,15,2,2,1,2,2,1,2,1,1,2,1
- - -,nEU,30022142,Chris Smalling,D (C),AS Roma,ENG,194 cm,90 kg,32,£18.5M - £55M,"£81,000 p/w",Right Only,Weak,Very Strong,Model Citizen,Level-headed,4,4,7,8,10,2,17,3,2,17,11,4,17,9,14,16,16,11,10,13,17,2,12,5,17,15,8,14,13,11,14,18,15,15,13,17,3,3,3,1,1,2,2,2,2,3,1
- - -,,43091113,Bryan Cristante,"D (C), DM, M (C)",AS Roma,ITA,188 cm,82 kg,27,£32M - £97M,"£55,000 p/w",Right,Fairly Strong,Very Strong,Model Citizen,Reserved,8,11,12,12,14,8,17,16,8,12,16,12,15,14,6,13,15,16,10,15,14,8,14,14,13,19,13,16,8,9,16,16,17,12,16,15,3,3,3,3,1,2,1,2,1,1,3
