Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,70076282,Ozan Tufan,"DM, M/AM (C)",Hull,TUR,179 cm,80 kg,27,£2.5M - £7.6M,"£23,000 p/w",Right,Reasonable,Very Strong,Fairly Sporting,Level-headed,6,5,14,13,13,4,13,15,8,12,15,10,13,12,11,12,16,13,10,11,12,11,11,12,11,15,13,13,12,10,15,11,14,12,12,14,3,3,3,3,2,3,3,1,1,1,3
- - -,,28105799,Tyler Roberts,"AM (RLC), ST (C)",QPR,WAL,182 cm,70 kg,23,£2.2M - £6.6M,"£25,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,3,9,12,12,12,8,11,10,5,3,11,10,4,12,13,11,11,11,9,11,14,12,6,13,5,14,10,15,14,13,12,10,13,15,15,13,3,1,3,2,2,1,3,1,1,2,2
- - -,IPR,70052844,Okay Yokuşlu,"DM, M (C)",West Brom,TUR,190 cm,79 kg,28,£5.4M - £16M,"£30,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,8,10,11,11,14,12,15,11,5,13,14,13,15,14,12,15,13,13,11,12,12,13,11,13,14,14,12,14,10,10,15,15,12,12,14,15,1,2,3,2,1,4,3,2,2,1,3
- - -,,13117442,Baba Rahman,D/WB (L),Reading,GHA,179 cm,70 kg,27,£1.4M - £4.1M,"£86,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Media-friendly,8,14,13,7,12,5,10,8,14,13,11,9,15,12,14,13,13,11,12,9,15,12,9,13,10,12,9,16,14,15,13,11,13,15,14,9,3,1,3,2,1,1,3,2,1,1,1
- - -,,13129752,Benjamin Tetteh,"AM (RL), ST (C)",Hull,GHA,193 cm,90 kg,24,£400K - £1.2M,"£14,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,6,10,12,13,10,9,13,11,5,8,10,9,7,11,16,11,13,12,10,9,12,11,6,11,7,8,11,10,13,13,14,15,11,13,12,15,3,3,1,2,2,3,3,1,3,1,1
- - -,,28108492,Arijanet Murić,GK,Burnley,KOS,198 cm,87 kg,23,£4.4M - £13M,"£24,000 p/w",Right Only,Weak,Very Strong,Resolute,Level-headed,4,3,2,3,13,8,4,2,1,1,12,1,3,12,16,14,17,12,12,12,15,1,7,1,12,12,12,11,12,12,12,18,14,15,10,13,16,12,10,12,12,8,14,8,15,14,12
- - -,,28027432,Grant Hanley,D (C),Norwich,SCO,191 cm,77 kg,30,£3.1M - £9.4M,"£30,000 p/w",Right Only,Weak,Very Strong,Resolute,Level-headed,6,6,8,6,9,6,16,6,8,14,10,6,15,9,16,14,16,10,12,11,16,8,18,8,14,17,6,14,14,8,11,15,10,14,14,17,3,2,3,4,2,3,3,2,3,2,3
- - -,,5128651,Jay Rodriguez,"M (RL), AM (RLC), ST (C)",Burnley,ENG,186 cm,70 kg,32,£1.1M - £3.4M,"£33,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Level-headed,3,8,12,13,13,6,13,13,2,10,12,13,10,13,13,13,13,13,11,13,14,14,7,14,8,14,13,14,12,12,11,13,15,12,12,13,2,3,1,1,2,1,2,1,1,3,3
- - -,,15020738,Tom Rogić,M/AM (C),West Brom,AUS,188 cm,89 kg,29,£1.1M - £3.4M,"£10,000 p/w",Left,Very Strong,Fairly Strong,Fairly Ambitious,Level-headed,7,11,16,12,15,11,10,14,4,7,14,11,10,16,8,15,11,15,13,13,11,10,9,15,11,15,14,10,9,12,14,14,11,9,11,14,2,1,3,3,2,3,3,3,1,3,3
- - -,,28087373,Connor Roberts,D/WB (R),Burnley,WAL,175 cm,71 kg,26,£4.2M - £12.5M,"£19,250 p/w",Right,Reasonable,Very Strong,Driven,Outspoken,13,12,9,9,12,11,10,8,18,12,12,5,13,11,14,12,13,11,14,11,18,11,10,14,12,16,12,16,12,13,11,10,19,12,18,9,1,3,1,2,1,2,2,1,1,2,1
- - -,,28109689,Rhian Brewster,ST (C),Sheff Utd,ENG,178 cm,68 kg,22,£5.6M - £17M,"£36,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Outspoken,7,10,12,16,12,14,10,12,7,8,11,13,8,15,15,14,15,13,10,12,16,14,6,13,7,10,13,9,14,14,15,10,12,14,13,9,3,1,2,3,3,1,3,1,2,4,1
- - -,Lst,152936,Matt Lowton,D/WB (R),Burnley,ENG,181 cm,78 kg,33,£1.4M,"£25,000 p/w",Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,6,13,12,8,13,6,12,12,7,14,13,6,13,13,13,12,14,16,13,13,17,10,9,13,14,16,12,16,11,15,12,11,14,10,14,13,1,2,1,2,4,1,1,2,1,3,3
- - -,,37000517,Erik Pieters,D/WB (L),West Brom,NED,186 cm,82 kg,33,£240K - £700K,"£7,500 p/w",Left,Very Strong,Reasonable,Perfectionist,Outspoken,8,12,12,7,12,6,13,14,10,14,11,8,15,14,10,13,14,12,14,13,16,6,13,12,14,14,12,15,9,10,12,12,16,11,13,12,2,1,1,3,1,1,3,3,1,2,3
- - -,,29156202,Jayson Molumby,"DM, M (C)",West Brom,IRL,178 cm,73 kg,22,£2.9M - £8.6M,"£7,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Media-friendly,8,9,11,8,12,8,11,11,5,10,13,12,14,14,14,11,15,11,12,12,15,9,12,12,12,15,11,16,12,12,11,10,16,13,14,11,3,1,3,2,2,2,1,1,2,3,2
- - -,,2000016607,Harvey Vale,"WB/M (L), AM (RLC)",Hull,ENG,185 cm,74 kg,18,£12M - £36M,"£25,000 p/w",Left,Very Strong,Fairly Strong,Balanced,Level-headed,10,11,10,13,12,12,8,13,9,5,10,7,6,12,8,10,9,10,12,8,4,12,6,10,8,11,13,13,14,9,10,10,11,13,12,7,4,1,1,1,2,3,3,1,3,2,2
- - -,,28043665,Ben Gibson,D (C),Norwich,ENG,186 cm,78 kg,29,£2.5M - £7.6M,"£40,000 p/w",Left Only,Very Strong,Weak,Resolute,Reserved,4,6,9,7,11,8,15,11,11,15,12,5,16,13,13,13,14,13,10,12,15,7,16,9,14,16,11,13,10,11,13,13,16,11,14,13,2,2,2,2,1,1,2,3,3,4,3
- - -,,43425040,Amad Diallo,"M (R), AM (RLC), ST (C)",Sunderland,CIV,174 cm,68 kg,19,£4.4M - £13.5M,"£25,000 p/w",Left,Very Strong,Reasonable,Resolute,Level-headed,8,10,15,12,16,10,4,11,2,4,13,8,3,16,14,11,7,12,10,9,17,16,5,13,5,11,13,14,16,16,13,6,15,15,11,6,2,4,2,4,2,4,2,2,3,2,2
- - -,Wnt,19371552,João Pedro,"AM (RLC), ST (C)",Watford,BRA,182 cm,72 kg,20,£30M,"£25,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,11,11,14,12,15,11,10,12,6,6,12,11,7,14,15,13,11,14,11,13,12,15,7,12,7,14,14,14,14,14,15,10,14,13,11,14,2,1,3,1,4,1,2,2,1,1,3
- - -,,5101381,Phil Jagielka,D (C),Stoke,ENG,180 cm,87 kg,39,£7K - £20K,"£4,000 p/w",Right,Weak,Very Strong,Model Citizen,Reserved,5,6,6,6,11,5,15,3,9,13,10,9,14,10,10,14,16,13,12,16,16,5,14,8,15,14,8,9,7,8,11,12,13,5,11,14,1,3,3,3,2,2,3,2,3,2,1
- - -,,28087685,Josh Cullen,"DM, M (C)",Burnley,IRL,175 cm,70 kg,26,£3.6M - £11M,"£12,500 p/w",Right,Reasonable,Very Strong,Fairly Professional,Media-friendly,10,11,12,6,13,11,8,7,6,14,14,7,14,12,8,14,15,14,13,12,14,9,13,12,14,16,11,17,12,13,13,9,15,11,17,10,3,3,1,3,1,2,1,3,2,3,2
- - -,,5130729,Shane Long,ST (C),Reading,IRL,180 cm,81 kg,35,£100K - £300K,"£3,000 p/w",Right,Weak,Very Strong,Resolute,"Outspoken, Evasive",7,10,12,11,10,6,13,9,3,6,11,13,9,11,13,14,17,10,10,12,15,10,9,14,10,18,12,20,13,15,14,14,15,13,15,10,3,3,2,2,2,2,2,2,1,2,1
- - -,,28010490,Oliver Norwood,"DM, M (C)",Sheff Utd,NIR,180 cm,77 kg,31,£1.5M - £4.5M,"£22,500 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,13,13,10,11,12,12,10,11,6,11,15,12,12,14,13,12,11,13,13,13,14,11,13,12,13,13,14,13,12,12,12,10,14,11,14,10,2,1,3,2,1,3,3,1,1,2,1
- - -,,28121366,Faustino Anjorin,M/AM (C),Huddersfield,ENG,184 cm,81 kg,20,£9.4M - £28M,"£25,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,10,9,10,14,11,10,9,13,6,6,11,15,7,13,12,8,10,12,9,12,7,14,8,10,6,10,12,12,15,9,15,12,10,14,12,14,4,3,3,1,1,3,4,1,4,1,1
- - -,,36058048,Dimitris Pelkas,AM (RLC),Hull,GRE,175 cm,68 kg,28,£1.9M - £5.8M,"£33,000 p/w",Right,Weak,Very Strong,Resolute,Level-headed,13,12,15,10,15,12,4,14,5,6,15,10,5,15,10,13,5,15,9,11,17,16,9,14,6,14,15,12,14,16,10,8,12,13,11,8,3,3,3,3,4,1,3,2,2,2,1
- - -,,76040881,Óscar Estupiñán,ST (C),Hull,COL,182 cm,76 kg,25,£3M - £9.2M,"£20,000 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,7,8,12,14,12,7,15,8,7,5,10,13,4,13,15,15,12,13,12,12,13,12,8,14,6,11,12,14,13,13,14,14,12,14,12,16,1,1,3,3,1,1,2,2,1,3,3
- - -,Lst,52012309,Enda Stevens,D/WB (L),Sheff Utd,IRL,183 cm,74 kg,31,£1.4M,"£24,000 p/w",Left Only,Very Strong,Weak,Balanced,Media-friendly,9,11,11,9,12,8,11,11,11,12,12,6,13,13,13,13,12,12,13,12,11,12,10,13,14,13,13,15,13,13,12,11,14,13,16,13,1,2,1,2,1,3,1,2,1,3,3
- - -,,29000029,Ciaran Clark,D (C),Sheff Utd,IRL,185 cm,88 kg,32,£550K - £1.7M,"£40,000 p/w",Left,Very Strong,Reasonable,Resolute,Reserved,4,4,10,8,11,3,15,6,9,13,10,5,14,11,14,14,14,14,12,12,15,6,13,7,15,13,10,14,11,11,10,14,12,10,12,14,2,4,2,1,1,2,3,3,4,3,1
- - -,,28028494,Jeff Hendrick,M/AM (RC),Reading,IRL,185 cm,79 kg,30,£325K - £1M,"£50,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,11,11,12,12,11,8,12,13,5,8,11,10,12,13,8,12,11,14,13,10,14,10,11,14,13,15,11,13,11,12,13,12,14,11,14,12,3,1,1,1,3,4,1,2,1,2,2
- - -,,28010835,Martin Kelly,D (RC),West Brom,ENG,191 cm,78 kg,32,£50K - £160K,"£8,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,4,8,8,5,9,5,12,2,6,12,9,5,13,10,13,13,15,12,14,13,14,5,10,10,12,11,9,14,11,11,13,13,10,11,13,13,3,3,2,2,2,3,2,2,3,3,3
- - -,Lst,28016057,Ashley Barnes,"AM (L), ST (C)",Burnley,ENG,186 cm,77 kg,32,£1.9M,"£27,500 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,"Outspoken, Media-friendly",6,9,8,13,13,7,13,11,5,8,13,13,10,13,18,13,18,12,14,12,16,7,10,13,11,18,9,17,11,12,11,15,16,11,12,15,3,2,2,1,3,1,3,1,3,2,3
- - -,,91172542,Jordan Beyer,"D (RC), WB (R)",Burnley,GER,187 cm,80 kg,22,£2.6M - £8M,"£25,000 p/w",Right,Reasonable,Very Strong,Spirited,Unflappable,4,8,12,6,11,4,13,6,12,14,13,7,16,12,13,12,16,14,12,12,13,11,8,11,13,14,11,12,12,11,15,13,12,14,13,14,3,2,3,2,2,3,3,3,2,2,1
- - -,,28100270,Jimmy Dunne,D (C),QPR,IRL,183 cm,75 kg,24,£1.1M - £3.2M,"£8,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,6,6,7,8,8,6,15,7,10,13,9,8,14,9,15,13,15,12,13,11,15,6,11,5,13,12,8,13,12,10,12,14,10,12,14,13,1,2,2,1,2,3,1,2,2,3,2
