Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,67086656,Antoine Griezmann,"AM (RLC), ST (C)",A. Madrid,FRA,175 cm,71 kg,31,Not for Sale,"£230,000 p/w",Left,Very Strong,Fairly Strong,Perfectionist,Level-headed,14,15,16,14,15,15,13,14,4,5,15,13,10,17,12,15,12,11,12,13,17,17,10,17,10,12,16,14,15,14,13,9,15,14,13,10,1,2,1,3,2,3,3,3,4,1,1
- - -,,16010162,David Alaba,"D (LC), WB (L), M (C)",R. Madrid,AUT,180 cm,78 kg,30,£88M - £265M,"£350,000 p/w",Left,Very Strong,Reasonable,Spirited,Evasive,12,11,12,10,15,15,13,14,13,14,16,14,13,15,13,15,12,16,15,15,16,12,15,14,16,15,13,14,15,12,14,12,18,15,15,13,2,3,3,2,3,2,2,3,3,2,2
- - -,,37047745,Frenkie de Jong,"D (C), DM, M (C)",Barcelona,NED,181 cm,69 kg,25,£58M - £173M,"£230,000 p/w",Right,Fairly Strong,Very Strong,Resolute,Level-headed,9,11,16,10,17,13,10,8,6,10,16,11,12,16,7,17,11,16,15,16,15,15,11,15,14,17,18,14,14,16,13,10,13,13,13,10,1,1,3,1,3,3,1,3,2,2,1
- - -,Wnt,18027198,Yannick Carrasco,"WB (L), M/AM (RL)",A. Madrid,BEL,180 cm,71 kg,28,£27M - £81M,"£140,000 p/w",Right,Fairly Strong,Very Strong,Ambitious,Media-friendly,14,13,17,13,14,15,8,13,6,4,14,15,4,17,11,12,10,14,12,13,15,16,9,16,7,10,15,12,16,14,14,10,12,17,13,11,3,2,3,2,2,1,1,3,1,4,4
- - -,Wnt,67117360,Álvaro Morata,ST (C),A. Madrid,ESP,189 cm,84 kg,29,£17M - £52M,"£125,000 p/w",Right,Fairly Strong,Very Strong,Fairly Loyal,Level-headed,5,11,13,14,14,10,16,14,5,5,14,14,8,15,13,16,13,12,12,13,14,14,11,16,5,17,13,16,15,14,14,14,13,16,15,13,2,3,2,3,3,3,3,4,1,2,1
- - -,,67047092,Koke,"DM, M (RLC)",A. Madrid,ESP,178 cm,73 kg,30,£58M - £173M,"£275,000 p/w",Right,Fairly Strong,Very Strong,Resolute,Level-headed,15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,16,15,16,10,14,15,15,17,15,16,13,12,15,9,14,13,15,12,4,2,1,4,1,1,2,1,1,3,1
- - -,,48036304,Jules Koundé,"D (RC), WB (R)",Barcelona,FRA,178 cm,70 kg,23,£53M - £158M,"£160,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,6,13,12,9,13,5,16,7,8,16,14,8,16,13,14,17,16,14,16,14,16,12,14,12,15,16,14,16,15,16,16,13,15,14,15,14,4,3,1,1,3,2,3,2,2,2,1
- - -,,5727652,Ivan Rakitic,"DM, M/AM (C)",Sevilla,CRO,184 cm,78 kg,34,Not for Sale,"£110,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,18,15,13,14,15,14,8,17,8,9,17,16,11,16,11,14,12,14,14,15,13,12,14,14,11,15,16,13,11,11,11,12,12,11,11,11,1,3,3,1,1,3,3,2,2,2,3
- - -,,85133751,Ferland Mendy,D/WB (L),R. Madrid,FRA,180 cm,73 kg,27,£22M - £67M,"£155,000 p/w",Left,Very Strong,Fairly Strong,Fairly Determined,Level-headed,5,13,13,7,14,5,9,11,13,13,12,7,12,13,14,15,17,13,12,11,15,13,6,13,13,15,11,17,17,15,16,11,15,16,16,16,1,1,2,2,1,3,1,1,3,2,2
- - -,,89056845,Ferran Torres,"AM (RL), ST (C)",Barcelona,ESP,184 cm,77 kg,22,£32M - £96M,"£60,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,8,13,15,14,14,9,10,12,7,6,13,12,7,15,8,13,10,13,13,13,15,15,8,14,7,12,13,12,17,15,12,12,15,16,12,11,2,3,3,3,4,1,1,3,3,3,3
- - -,Wnt,37024470,Memphis Depay,"AM (LC), ST (C)",Barcelona,NED,176 cm,78 kg,28,£22M - £65M,"£160,000 p/w",Right,Fairly Strong,Very Strong,Spirited,Evasive,14,14,15,15,16,14,11,14,2,3,15,14,3,16,9,13,13,14,10,13,15,17,15,15,5,12,14,11,16,14,14,10,16,16,14,14,2,3,2,1,2,2,1,3,3,2,2
- - -,,8169215,Axel Witsel,"D (C), DM, M (C)",A. Madrid,BEL,186 cm,81 kg,33,£5.6M - £17M,"£105,000 p/w",Right,Fairly Strong,Very Strong,Spirited,Evasive,8,10,13,10,15,8,13,11,9,12,16,14,12,15,11,18,13,18,19,14,13,8,13,12,12,18,13,13,10,11,18,14,18,10,14,14,2,1,3,2,2,3,4,1,1,2,1
- - -,,78005742,Edinson Cavani,ST (C),Valencia,URU,184 cm,71 kg,35,Not for Sale,"£38,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,10,12,10,16,13,14,18,13,4,10,12,16,9,13,16,14,16,14,13,12,17,10,14,16,12,14,10,17,13,14,14,15,18,13,12,15,1,1,3,3,2,2,2,2,3,3,1
- - -,,78060464,José Giménez,D (C),A. Madrid,URU,185 cm,77 kg,27,£48M - £144M,"£83,000 p/w",Right,Fairly Strong,Very Strong,Perfectionist,Level-headed,7,10,11,7,12,6,16,8,13,15,12,12,16,12,15,15,17,16,15,15,15,10,13,10,16,16,11,16,14,12,13,13,12,13,15,15,4,2,3,3,3,2,4,2,2,2,3
- - -,Wnt,83169822,João Félix,"AM (RLC), ST (C)",A. Madrid,POR,178 cm,74 kg,22,£41M - £123M,"£155,000 p/w",Either,Strong,Very Strong,Ambitious,Evasive,11,12,17,15,16,12,12,13,4,4,17,14,7,18,14,15,11,15,13,16,16,19,7,18,6,12,16,11,13,15,13,9,14,12,12,9,3,2,1,1,1,3,3,1,4,1,3
- - -,Wnt,67178177,José Gayà,D/WB/M/AM (L),Valencia,ESP,172 cm,66 kg,27,£22M - £66M,"£58,000 p/w",Left Only,Very Strong,Weak,Spirited,Evasive,14,14,14,8,15,14,5,11,8,12,14,13,14,16,12,15,13,14,14,16,16,14,15,16,14,15,15,15,17,16,13,7,14,16,15,11,2,4,3,3,2,2,2,4,3,2,2
- - -,Wnt,14043349,Ángel Correa,"M (R), AM (RLC), ST (C)",A. Madrid,ARG,172 cm,67 kg,27,£19M - £57M,"£83,000 p/w",Right,Fairly Strong,Very Strong,Fairly Loyal,Level-headed,13,15,16,13,16,10,8,11,9,5,15,11,6,17,10,15,11,13,13,14,13,18,10,17,8,11,15,13,14,16,14,6,16,14,12,10,3,1,1,1,3,1,2,3,3,4,3
- - -,,67196198,Marcos Llorente,"WB (R), DM, M (RC), AM (C)",A. Madrid,ESP,184 cm,73 kg,27,£43M - £129M,"£86,000 p/w",Right,Reasonable,Very Strong,Professional,"Evasive, Reserved",9,11,12,12,12,8,13,11,7,11,15,11,15,14,13,15,13,15,14,14,16,9,12,13,12,16,14,16,13,11,11,10,18,14,16,15,2,3,4,3,2,3,1,2,2,3,4
- - -,,19242277,Raphinha,"M (R), AM (RL)",Barcelona,BRA,176 cm,68 kg,25,£32M - £96M,"£200,000 p/w",Left,Very Strong,Reasonable,Spirited,Media-friendly,15,14,17,13,16,14,8,14,11,8,14,14,11,17,14,14,13,15,12,14,15,17,6,15,8,12,14,14,16,16,14,7,11,15,14,7,1,2,2,2,2,2,2,2,1,1,3
- - -,,19190440,Marcão,D (C),Sevilla,BRA,185 cm,80 kg,26,£11M - £33M,"£20,500 p/w",Left,Very Strong,Reasonable,Perfectionist,Media-friendly,8,8,10,7,13,8,13,7,8,13,15,13,14,14,16,14,16,15,13,14,14,10,12,10,14,14,14,15,13,13,15,13,18,13,14,15,3,2,1,2,2,3,1,3,1,1,3
- - -,,62012567,Stefan Savić,D (C),A. Madrid,MNE,187 cm,80 kg,31,Not for Sale,"£74,000 p/w",Right,Reasonable,Very Strong,Spirited,Level-headed,7,9,9,9,11,6,14,8,10,16,12,9,14,11,14,17,14,15,15,15,15,8,13,8,15,15,11,15,13,13,10,13,10,14,15,15,1,3,1,2,3,2,2,2,2,3,3
- - -,Inj,67199082,Fede San Emeterio,"DM, M (C)",Cádiz,ESP,174 cm,68 kg,25,£2.1M - £6.4M,"£10,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,5,6,9,8,12,5,13,11,7,14,12,5,16,9,15,12,18,10,14,12,14,5,16,8,14,17,9,18,12,12,13,8,13,12,14,14,1,1,3,3,4,3,1,2,1,3,3
- - -,,78085068,Ronald Araujo,D (C),Barcelona,URU,188 cm,91 kg,23,£48M - £144M,"£125,000 p/w",Right,Weak,Very Strong,Resolute,Level-headed,5,7,11,10,13,8,17,11,7,17,12,13,17,12,15,15,18,15,15,14,17,7,16,7,15,15,11,16,12,11,12,16,13,16,15,16,1,1,2,3,4,3,3,3,2,3,1
- - -,Wnt,19306929,Rodrygo,"AM (RL), ST (C)",R. Madrid,BRA,174 cm,64 kg,21,£24M - £71M,"£135,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,7,12,15,17,15,8,12,12,8,5,14,12,6,15,11,13,13,14,14,14,14,15,11,15,9,12,12,14,15,16,14,9,12,15,14,13,3,1,2,3,3,2,1,2,1,1,3
- - -,,67139735,Dani Carvajal,D/WB (R),R. Madrid,ESP,173 cm,74 kg,30,£27M - £82M,"£155,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Reserved,11,14,13,8,13,8,10,10,13,14,13,9,15,12,17,13,18,13,13,13,16,12,14,17,14,16,12,18,15,14,17,8,14,14,16,13,1,3,3,1,2,2,2,3,1,1,3
- - -,,49056243,Eduardo Camavinga,"DM, M (C)",R. Madrid,FRA,182 cm,68 kg,19,£34M - £102M,"£130,000 p/w",Left,Very Strong,Reasonable,Spirited,Unflappable,6,8,12,10,14,6,11,9,4,14,14,7,15,15,15,15,14,14,13,14,15,12,12,13,15,14,13,16,14,14,14,11,14,14,15,16,3,2,1,1,3,2,1,4,1,1,1
- - -,Wnt,67197125,Marco Asensio,AM (RLC),R. Madrid,ESP,182 cm,76 kg,26,£13.5M - £41M,"£120,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Media-friendly,15,15,16,15,17,15,8,18,7,5,16,14,8,18,9,14,10,14,11,13,15,17,8,12,11,12,15,13,14,14,11,10,17,15,14,12,1,1,3,2,3,1,1,1,3,1,1
- - -,,19273276,Éder Militão,D (C),R. Madrid,BRA,186 cm,79 kg,24,£55M - £166M,"£155,000 p/w",Right,Weak,Very Strong,Spirited,Level-headed,9,10,12,8,12,14,15,11,10,16,13,13,15,12,15,16,16,13,12,13,15,10,16,12,15,14,11,15,15,15,15,15,18,15,16,16,2,2,1,3,1,2,2,2,2,2,1
- - -,,92023410,Antonio Rüdiger,D (C),R. Madrid,GER,190 cm,85 kg,29,£53M - £160M,"£155,000 p/w",Right,Reasonable,Very Strong,Ambitious,Outspoken,5,10,10,7,10,9,15,8,14,15,12,7,17,11,18,15,18,13,14,17,17,9,18,8,14,13,10,15,17,9,17,15,15,16,16,18,3,3,3,2,3,3,3,2,4,1,1
- - -,Wnt,29114975,Nabil Fekir,"AM (RLC), ST (C)",Real Hispalis,FRA,173 cm,72 kg,28,£18.5M - £56M,"£105,000 p/w",Left Only,Very Strong,Weak,Fairly Determined,Level-headed,15,13,16,15,16,15,6,14,4,5,16,13,5,17,10,13,12,15,13,15,16,16,16,14,8,12,16,12,15,16,16,5,12,15,14,17,2,3,2,1,1,2,1,3,3,1,3
- - -,,14023371,Germán Pezzella,D (C),Real Hispalis,ARG,187 cm,82 kg,31,£4.5M - £13.5M,"£37,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,7,8,7,7,8,7,16,7,8,16,10,7,14,10,15,16,15,15,14,14,15,10,16,9,15,14,12,14,11,11,14,16,13,12,13,14,1,3,1,1,2,4,2,3,1,2,2
- - -,,67293495,Pedri,"M (C), AM (RLC)",Barcelona,ESP,174 cm,65 kg,19,£41M - £124M,"£150,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,9,14,17,11,18,9,7,11,6,6,17,11,9,17,11,17,11,16,15,16,14,18,9,13,9,13,18,15,14,15,13,8,16,13,16,9,1,3,3,2,3,2,4,3,3,1,3
- - -,,67200923,Unai Simón,GK,A. Bilbao,ESP,190 cm,89 kg,25,£47M - £141M,"£42,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,4,2,1,2,13,6,13,2,2,1,12,1,2,13,11,13,12,15,13,14,15,2,12,1,15,13,14,12,13,14,7,15,15,13,12,12,16,15,15,13,14,13,15,9,16,13,15
- - -,,67184349,Iñaki Williams,"M (RL), AM (RLC), ST (C)",A. Bilbao,GHA,186 cm,80 kg,28,£58M - £175M,"£190,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,7,12,14,11,14,9,13,10,7,7,10,9,7,14,10,12,15,10,12,11,12,11,7,14,11,12,12,15,16,13,11,12,18,18,14,13,3,1,2,2,3,3,2,2,3,3,1
- - -,Wnt,67276122,Ansu Fati,"AM (RL), ST (C)",Barcelona,ESP,178 cm,66 kg,19,£25M - £75M,"£200,000 p/w",Right,Fairly Strong,Very Strong,Spirited,Unflappable,7,13,16,16,14,7,11,14,6,4,12,12,5,16,8,14,12,14,13,13,16,19,9,16,5,10,14,10,16,17,13,8,15,15,11,10,2,2,1,2,1,4,3,2,2,1,1
- - -,,67037570,Iker Muniain,"M (LC), AM (RLC)",A. Bilbao,ESP,170 cm,66 kg,29,£55M - £164M,"£36,500 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,15,11,14,12,15,14,7,12,7,9,15,13,8,15,12,15,14,11,12,11,13,18,15,14,11,12,14,14,16,15,16,6,13,15,14,10,1,1,2,2,1,3,2,4,3,3,1
- - -,,28066082,Héctor Bellerín,D/WB (R),Barcelona,ESP,177 cm,74 kg,27,£4.2M - £12.5M,"£75,000 p/w",Right,Reasonable,Very Strong,Fairly Sporting,Level-headed,7,12,13,9,12,5,10,10,12,12,11,8,14,13,12,14,15,13,13,14,13,12,12,14,12,15,10,15,16,14,15,9,16,16,15,10,2,2,2,1,3,2,2,3,2,1,2
- - -,,67063007,Sergi Roberto,"D/WB (R), DM, M (RC)",Barcelona,ESP,178 cm,68 kg,30,£5.4M - £16M,"£74,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,10,13,13,10,14,8,8,11,10,10,14,12,12,14,11,13,12,14,14,14,14,13,13,14,13,16,14,16,14,12,12,9,15,14,16,11,2,1,2,3,4,2,1,4,3,3,1
- - -,,27002693,Thomas Delaney,"DM, M (C)",Sevilla,DEN,182 cm,79 kg,30,£14M - £41M,"£66,000 p/w",Left,Very Strong,Weak,Driven,"Evasive, Reserved",8,10,9,11,12,13,16,12,8,14,13,9,17,11,15,15,19,14,17,14,18,7,13,13,15,17,11,18,11,10,14,15,16,12,17,14,1,2,2,1,4,3,2,1,3,3,4
- - -,,85093001,Thomas Lemar,"WB (L), M/AM (LC)",A. Madrid,FRA,170 cm,58 kg,26,£4.8M - £14.5M,"£105,000 p/w",Left,Very Strong,Weak,Model Citizen,Unflappable,16,15,15,12,15,16,6,13,2,7,16,14,6,16,9,12,10,13,12,12,15,16,10,14,8,14,15,15,15,16,11,7,13,14,13,9,2,3,2,3,1,2,1,2,3,1,1
- - -,,51012751,Jesús Corona,"WB (R), AM (RL)",Sevilla,MEX,173 cm,66 kg,29,£29M - £87M,"£38,500 p/w",Either,Strong,Very Strong,Balanced,Level-headed,13,13,18,10,16,10,5,8,9,6,15,10,11,17,13,12,11,11,10,12,14,18,10,12,8,8,16,13,15,17,10,4,16,15,13,6,2,2,3,2,3,3,2,2,3,3,3
- - -,Wnt,67053076,Sergio Canales,M/AM (C),Real Hispalis,ESP,180 cm,64 kg,31,£14M - £42M,"£27,000 p/w",Left,Very Strong,Weak,Fairly Professional,Level-headed,14,13,16,14,17,14,8,14,10,7,17,13,8,17,7,16,11,15,14,15,12,16,14,16,10,15,17,14,15,15,15,8,12,13,13,12,1,3,1,1,1,1,2,3,3,2,1
- - -,,13136664,Franck Kessié,"DM, M (C)",Barcelona,CIV,183 cm,89 kg,25,£46M - £137M,"£67,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Level-headed,5,7,12,12,13,6,9,11,8,15,14,18,15,12,16,14,16,14,14,14,17,8,14,13,15,19,12,17,13,13,17,10,17,15,18,19,3,2,3,2,3,2,2,2,3,2,2
- - -,,14048343,Rodrigo De Paul,"M (C), AM (RLC)",A. Madrid,ARG,180 cm,70 kg,28,£18.5M - £55M,"£96,000 p/w",Right,Fairly Strong,Very Strong,Resolute,Level-headed,15,16,17,13,16,14,8,15,3,10,16,15,12,16,13,15,13,13,12,14,15,16,15,13,6,15,15,14,14,14,14,9,15,14,13,12,3,1,1,3,2,3,3,1,1,3,2
- - -,,67030696,Nacho,D (RLC),R. Madrid,ESP,180 cm,77 kg,32,£8.4M - £25M,"£135,000 p/w",Right,Fairly Strong,Very Strong,Professional,Reserved,7,11,10,10,13,8,14,8,13,15,13,7,15,10,15,16,14,13,16,15,14,9,13,12,14,17,10,17,14,13,14,11,15,15,15,15,3,2,2,1,3,3,1,3,2,1,2
- - -,Wnt,211232,Djéné Dakonam,"D (RC), WB (R), DM",Getafe,TOG,178 cm,71 kg,30,£4.3M - £13M,"£22,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,9,11,9,5,11,7,9,8,12,15,9,8,15,10,14,14,15,14,13,13,10,8,9,11,13,13,12,15,16,14,12,9,16,14,15,14,1,2,4,3,1,3,1,2,1,2,1
- - -,,85033422,Geoffrey Kondogbia,"DM, M (C)",A. Madrid,CTA,188 cm,80 kg,29,£9.6M - £29M,"£105,000 p/w",Left Only,Very Strong,Weak,Fairly Professional,Level-headed,8,11,15,12,15,8,14,16,7,12,15,9,15,16,16,14,16,12,11,13,13,14,14,13,15,14,13,15,14,14,16,14,15,14,16,16,3,3,3,2,1,3,3,1,2,3,2
- - -,,1502117,Raúl García,"M/AM (C), ST (C)",A. Bilbao,ESP,184 cm,84 kg,35,£2.8M - £8.6M,"£140,000 p/w",Right,Fairly Strong,Very Strong,Perfectionist,Level-headed,10,11,11,14,14,11,16,17,10,11,14,15,12,13,15,14,15,16,14,15,14,13,13,15,15,16,13,15,11,12,12,12,16,12,14,15,2,1,1,2,3,2,2,3,2,2,3
- - -,,67103336,Saúl,"DM, M (RLC)",A. Madrid,ESP,184 cm,76 kg,27,£7.2M - £22M,"£205,000 p/w",Left,Very Strong,Reasonable,Resolute,Reserved,13,12,15,13,13,13,15,12,7,13,14,12,14,16,8,14,12,14,17,12,15,15,13,14,14,14,15,14,13,13,12,13,12,14,14,11,4,2,2,1,1,3,2,4,3,1,1
- - -,Wnt,67135344,Lucas Vázquez,D/WB/M/AM (R),R. Madrid,ESP,173 cm,71 kg,30,£6.6M - £20M,"£105,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,14,13,12,11,13,11,10,11,8,12,13,12,13,13,15,15,14,11,14,14,14,14,11,14,13,15,11,16,14,15,15,7,14,14,15,11,2,2,3,3,2,3,2,1,2,3,2
- - -,,67103537,Isco,M/AM (RLC),Sevilla,ESP,176 cm,79 kg,30,£6M - £18M,"£27,500 p/w",Right,Fairly Strong,Very Strong,Jovial,Media-friendly,15,15,16,13,18,14,9,15,8,5,17,15,8,19,10,12,8,12,12,13,13,18,12,12,11,8,19,7,9,11,17,8,9,10,10,13,3,3,2,2,1,3,3,3,2,4,2
- - -,,28116427,Eric García,D (C),Barcelona,ESP,182 cm,79 kg,21,£14M - £43M,"£49,500 p/w",Right,Fairly Strong,Very Strong,Resolute,"Media-friendly, Reserved",4,9,12,7,14,6,13,7,8,15,15,9,15,14,12,14,13,15,12,14,16,12,14,12,15,15,14,14,13,14,12,12,12,13,14,13,3,2,3,3,2,1,1,1,1,3,1
- - -,,67217522,Pau Torres,D (C),Villarreal,ESP,191 cm,80 kg,25,£26M - £78M,"£49,000 p/w",Left,Very Strong,Reasonable,Fairly Ambitious,Level-headed,7,8,11,6,14,5,16,7,7,16,14,8,16,14,13,15,14,12,15,14,13,5,6,6,16,14,11,15,15,11,6,17,14,15,16,16,1,2,3,1,4,4,1,3,2,3,2
