Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,Wnt,12065054,Mohamed Elneny,"DM, M (C)",Arsenal,EGY,"5'11""",77 kg,28,£6.4M - £19M,"£50,000 p/w",Right,Weak,Very Strong,Fairly Professional,Reserved,8,7,11,8,14,8,12,14,8,13,13,13,15,14,12,14,14,14,14,14,14,8,11,11,13,18,12,16,12,12,15,13,18,12,16,15,3,2,3,3,2,2,3,1,3,3,3
- - -,,28126144,Mazeed Ogungbo,D (LC),Arsenal,IRL,"6'2""",94 kg,18,£65K - £200K,"£2,000 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,6,6,7,4,9,7,10,9,6,10,9,6,11,8,10,8,10,8,7,7,11,5,11,5,10,12,6,12,15,10,10,12,7,14,11,11,1,2,3,1,2,1,2,1,3,3,4
- - -,Wnt,28122645,Ben Cottrell,"M (C), AM (RLC)",Arsenal,ENG,"5'5""",57 kg,19,£180K - £550K,"£1,500 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,10,7,11,9,12,11,4,9,1,4,12,11,7,12,11,9,11,11,7,8,14,13,4,11,5,14,12,14,14,13,10,3,12,12,10,5,3,4,3,2,2,4,3,1,3,1,3
- - -,Yth,2000135745,Reuell Walters,"D (RLC), WB (R)",Arsenal,ENG,"5'11""",65 kg,16,£400K - £1.2M,£150 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,2,6,11,1,7,1,9,7,6,9,13,1,10,10,10,7,9,10,5,14,7,7,11,8,5,13,8,11,15,11,10,11,12,12,6,10,2,2,1,3,3,2,3,1,2,2,2
- - -,Loa,28126147,Hubert Graczyk,GK,Arsenal,ENG,"6'5""",85 kg,18,£22K - £70K,"£1,000 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,3,2,2,1,6,6,6,3,1,1,5,2,3,5,6,8,12,6,8,6,11,1,6,1,9,10,7,8,11,13,9,11,10,7,8,8,13,7,8,11,11,9,12,13,13,6,10
- - -,Set,98003821,Granit Xhaka,"DM, M (C)",Arsenal,SUI,"6'1""",82 kg,28,£20M - £60M,"£100,000 p/w",Left,Very Strong,Reasonable,Balanced,Outspoken,11,13,12,9,16,15,12,17,6,10,18,10,11,17,17,13,15,10,9,13,13,13,13,13,10,15,17,14,10,9,13,13,14,12,15,16,1,1,3,1,2,3,2,2,3,3,3
- - -,,28122650,Tom Smith,GK,Arsenal,ENG,"6'4""",87 kg,19,£22K - £65K,"£1,000 p/w",Left Only,Very Strong,Weak,Fairly Determined,Media-friendly,3,2,1,2,9,7,6,1,1,1,8,2,2,8,9,6,6,7,8,8,16,1,7,2,10,11,8,8,7,9,9,15,12,6,4,11,14,10,7,5,11,7,8,12,12,13,8
- - -,,28106687,Eddie Nketiah,"AM (RL), ST (C)",Arsenal,ENG,"5'9""",65 kg,22,£15.5M - £46M,"£15,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,2,7,14,14,13,5,12,9,1,3,11,8,4,14,11,12,10,14,10,12,14,13,4,15,4,15,11,14,17,16,13,9,14,17,14,9,3,2,2,3,2,3,1,1,1,3,2
- - -,Loa,29194191,James Hillson,GK,Arsenal,ENG,"5'10""",75 kg,20,£65K - £190K,"£1,500 p/w",Right,Weak,Very Strong,Balanced,Level-headed,2,1,1,3,7,4,3,1,3,2,8,2,2,6,12,8,13,8,8,8,11,1,6,3,10,11,5,9,12,13,6,9,8,8,8,8,10,11,10,8,12,9,12,5,14,5,9
- - -,,28109599,Emile Smith Rowe,AM (RLC),Arsenal,ENG,"6'0""",76 kg,20,£36M - £109M,"£40,000 p/w",Right,Reasonable,Very Strong,Light-Hearted,"Evasive, Unflappable",11,12,15,11,14,12,5,13,2,6,15,11,8,15,13,13,11,12,12,13,15,15,9,16,8,15,15,15,16,16,15,8,13,14,14,8,3,3,2,2,3,3,1,3,2,3,1
- - -,,61070563,Kieran Tierney,"D (LC), WB (L)",Arsenal,SCO,"5'10""",76 kg,24,£32M - £97M,"£110,000 p/w",Left,Very Strong,Reasonable,Driven,Evasive,10,15,14,11,13,10,12,11,15,13,12,8,15,13,15,13,16,12,13,13,18,12,14,13,13,19,12,18,16,15,15,12,13,15,15,11,3,1,3,2,2,2,4,2,1,3,2
- - -,Yth,2000134438,Ismail Oulad M'Hand,M (C),Arsenal,NED,"5'9""",57 kg,16,£150K - £450K,£150 p/w,Right,Weak,Very Strong,Driven,Media-friendly,5,5,5,5,13,3,2,4,1,9,13,2,4,13,15,6,8,5,5,12,19,8,9,5,7,7,9,12,10,11,3,7,17,13,9,6,1,1,2,1,1,2,2,2,2,3,2
- - -,,67175052,Thomas Partey,"DM, M (C)",Arsenal,GHA,"6'1""",80 kg,28,£23M - £69M,"£160,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,8,10,12,10,14,9,13,13,10,12,15,8,14,13,13,15,14,15,13,15,13,11,12,13,14,16,14,15,13,13,12,14,14,14,16,15,2,2,2,4,2,2,2,2,2,3,1
- - -,Yth,2000047215,Khayon Edwards,"AM (RLC), ST (C)",Arsenal,ENG,"5'10""",70 kg,17,£150K - £475K,£150 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,6,8,7,11,11,6,8,6,2,2,6,5,1,9,11,5,6,6,6,13,9,9,7,12,4,7,8,12,14,6,9,11,12,12,11,8,4,1,1,3,3,2,1,3,2,1,1
- - -,,2000047220,Jack Henry-Francis,"DM, M/AM (C)",Arsenal,IRL,"5'7""",62 kg,17,£475K - £1.4M,"£1,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,8,6,10,8,8,9,7,11,6,11,11,5,12,8,13,10,13,8,9,10,13,9,10,7,9,15,10,15,12,6,10,7,18,11,12,8,3,3,3,1,2,1,2,2,3,4,2
- - -,Set,53095137,Martin Ødegaard,"M (RC), AM (C)",Arsenal,NOR,"5'10""",68 kg,22,£47M - £140M,"£115,000 p/w",Left,Very Strong,Reasonable,Professional,Level-headed,14,14,16,11,16,15,9,13,7,10,16,10,8,17,7,18,10,13,12,16,15,16,8,14,9,17,16,15,14,16,13,8,13,13,15,11,4,1,2,1,3,1,1,1,3,3,3
- - -,,29141472,Benjamin White,D (C),Arsenal,ENG,"6'1""",78 kg,23,£33M - £100M,"£90,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,"Media-friendly, Reserved",3,7,11,5,14,4,15,6,7,15,14,5,15,14,13,15,15,15,14,14,14,13,11,12,15,15,13,14,14,14,13,13,13,14,15,13,4,2,2,1,1,1,1,1,3,3,1
- - -,Set,85136376,Nicolas Pépé,AM (RL),Arsenal,CIV,"6'0""",73 kg,26,£19.5M - £59M,"£140,000 p/w",Left,Very Strong,Weak,Balanced,Level-headed,12,12,17,13,14,14,8,16,2,4,12,15,4,16,6,12,8,13,8,11,8,18,7,16,6,11,12,11,17,18,13,9,14,16,13,10,2,2,3,1,3,3,2,2,3,1,3
- - -,Loa,29233148,Mika Biereth,ST (C),Arsenal,DEN,"6'2""",81 kg,18,£5M - £15M,"£5,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,4,9,8,14,13,8,11,8,5,7,8,4,6,8,13,13,12,13,14,12,8,5,7,13,7,14,8,16,13,8,13,13,12,14,13,12,1,2,1,2,4,2,3,2,3,1,1
- - -,Yth,2000134425,Kaleel Green,"AM (RL), ST (C)",Arsenal,ENG,"6'2""",71 kg,16,£55K - £160K,£150 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,8,10,10,8,12,5,8,8,1,3,5,4,5,13,14,6,5,7,2,11,11,12,9,13,6,7,9,8,13,8,7,10,15,10,8,6,2,2,2,2,1,3,3,4,3,1,2
- - -,,2000047235,Marcelo Flores,"AM (RLC), ST (C)",Arsenal,MEX,"5'9""",66 kg,17,£7M - £21M,"£1,500 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,10,10,13,10,12,10,7,11,1,4,11,2,6,13,11,9,9,8,7,7,13,15,7,11,5,13,11,13,13,13,12,7,10,13,10,6,3,1,3,1,2,1,3,1,1,3,3
- - -,Yth,2000134437,Alex Kova?evi?,GK,Arsenal,ENG,"6'4""",78 kg,16,£70K - £210K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,3,3,3,1,3,6,1,1,3,1,5,2,2,3,5,5,13,7,4,9,4,2,10,2,8,7,2,6,12,7,6,11,14,9,3,7,7,14,7,6,10,9,13,12,14,13,5
- - -,Yth,2000047230,Charles Sagoe,AM (RLC),Arsenal,ENG,"5'8""",60 kg,16,£120K - £350K,£150 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,6,11,9,9,12,5,1,9,7,2,8,6,8,8,11,8,8,8,6,7,14,12,7,9,7,8,9,9,14,11,6,8,14,13,4,5,3,2,4,4,1,1,3,1,3,3,3
- - -,Yth,2000134440,Tino Quamina,D (LC),Arsenal,ENG,"5'11""",63 kg,16,£65K - £190K,£150 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,3,7,2,1,8,1,9,3,6,8,7,1,14,7,11,5,8,7,8,14,6,5,11,6,10,7,5,7,7,8,7,11,8,8,5,5,1,2,1,2,4,1,3,2,2,2,2
- - -,Yth,2000134393,Amario Cozier-Duberry,"AM (RLC), ST (C)",Arsenal,ENG,"5'6""",55 kg,16,£425K - £1.3M,£150 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,5,7,8,8,7,5,7,7,5,5,6,1,6,10,7,7,5,3,3,6,7,10,10,11,5,6,9,7,15,11,4,1,12,13,9,5,1,3,1,2,2,2,2,3,2,1,3
- - -,Wnt,28126140,Miguel Azeez,"DM, M/AM (C)",Arsenal,ENG,"5'10""",72 kg,18,£500K - £1.5M,"£1,500 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,10,10,11,9,13,11,8,12,5,6,12,8,10,13,7,12,10,10,9,10,12,12,6,12,8,13,14,12,13,12,11,10,12,12,12,10,1,1,3,3,3,2,4,4,2,3,2
- - -,Loa,28126138,Ovie Ejeheri,GK,Arsenal,ENG,"6'0""",73 kg,18,£80K - £240K,"£1,500 p/w",Right,Weak,Very Strong,Fairly Determined,Level-headed,2,1,1,3,4,4,1,1,2,2,5,3,3,2,8,6,11,6,8,12,15,3,8,3,9,6,5,5,10,15,6,5,10,9,1,4,9,7,8,5,10,10,9,8,12,7,3
- - -,Yth,2000047214,Zach Awe,D (C),Arsenal,ENG,"6'6""",86 kg,17,£400K - £1.2M,£150 p/w,Right,Reasonable,Very Strong,Balanced,Level-headed,1,5,9,4,12,4,11,4,2,10,9,5,11,12,11,10,11,10,8,7,13,8,8,8,10,12,8,12,12,11,10,15,8,13,10,10,1,1,1,1,4,2,1,2,1,2,3
- - -,Yth,2000047222,Henry Jeffcott,D (RLC),Arsenal,NIR,"5'11""",69 kg,17,£30K - £95K,£150 p/w,Right,Fairly Strong,Very Strong,Fairly Determined,Media-friendly,5,3,3,4,9,4,9,6,1,8,12,6,13,7,10,10,9,7,9,13,16,5,12,4,11,8,8,8,9,7,8,10,9,8,6,4,2,2,4,2,1,3,1,1,1,1,1
- - -,,28126141,Nathan Butler-Oyedeji,"M (R), AM (RL), ST (C)",Arsenal,ENG,"5'9""",61 kg,18,£475K - £1.4M,"£1,500 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,9,12,8,13,7,7,8,7,7,7,6,4,7,6,8,10,8,5,7,5,9,13,11,11,4,8,5,8,17,12,4,5,13,16,7,4,2,1,1,4,1,1,3,2,1,2,3
- - -,,2000047223,Remy Mitchell,GK,Arsenal,ENG,"5'11""",66 kg,17,£85K - £250K,"£1,500 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,2,3,1,2,1,4,1,1,2,3,10,1,2,3,9,9,14,3,7,11,6,2,5,2,4,6,5,5,11,7,2,7,16,12,3,3,10,13,5,6,13,10,11,5,13,8,8
- - -,Yth,2000047233,Billy Vigar,ST (C),Arsenal,ENG,"5'10""",66 kg,17,£65K - £200K,£150 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,4,6,9,9,14,2,9,8,3,5,5,2,3,9,15,9,10,9,12,12,15,8,3,5,6,11,7,12,7,12,15,8,14,12,10,5,2,1,3,1,1,2,4,1,1,3,2
- - -,Wnt,91187786,Omar Rekik,"D (C), DM",Arsenal,TUN,"6'1""",75 kg,19,£9.6M - £29M,"£10,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,5,9,12,7,12,8,12,10,6,11,12,7,13,12,12,12,13,13,13,13,14,12,10,12,12,13,13,13,12,11,12,13,12,12,12,12,3,2,1,2,2,3,3,2,3,3,1
- - -,,29137172,Aaron Ramsdale,GK,Arsenal,ENG,"6'3""",85 kg,23,£37M - £111M,"£60,000 p/w",Right,Weak,Very Strong,Resilient,"Evasive, Reserved",2,2,2,3,12,7,6,1,3,3,13,4,3,12,12,13,13,12,13,13,16,8,13,9,13,12,14,10,8,16,10,14,11,8,12,14,14,15,14,10,15,16,16,10,16,11,15
- - -,Yth,2000135739,Josh Robinson,D (C),Arsenal,ENG,"5'9""",58 kg,16,£110K - £325K,£150 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,4,1,4,7,10,2,8,6,5,9,8,4,15,7,11,9,9,10,10,10,4,5,11,5,6,8,3,10,9,10,9,11,15,10,10,6,2,1,2,1,3,2,1,1,1,1,3
- - -,,2000047218,Taylor Foran,D (C),Arsenal,ENG,"6'3""",82 kg,17,£30K - £95K,"£1,500 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,3,4,6,5,9,2,9,7,3,9,8,2,12,6,5,9,9,8,8,8,17,5,15,4,9,14,6,15,11,5,13,14,14,10,10,12,2,2,1,1,1,1,1,1,1,3,3
- - -,,2000047228,Charlie Patino,"DM, M (C)",Arsenal,ENG,"6'0""",73 kg,17,£15.5M - £46M,"£1,000 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,9,10,13,8,14,12,7,9,2,6,14,7,9,15,10,13,9,13,10,12,13,11,10,13,8,15,14,13,12,12,11,7,11,12,11,8,3,2,2,3,1,2,2,4,1,2,1
- - -,Yth,2000134404,Henry Timi Davies,ST (C),Arsenal,ENG,"6'1""",72 kg,16,£180K - £550K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,4,13,13,8,1,13,2,3,2,6,6,1,8,8,8,7,10,5,13,13,8,10,13,3,5,6,6,13,10,6,12,8,11,6,6,3,2,2,1,3,2,3,2,1,3,1
- - -,Yth,2000135735,Mathaeus Roberts,M (C),Arsenal,WAL,"5'11""",64 kg,16,£90K - £275K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,6,3,10,9,14,6,4,10,1,6,8,5,6,10,6,7,5,10,6,12,4,14,11,5,3,11,14,6,14,8,5,7,9,10,5,6,1,3,1,2,1,1,3,2,2,2,3
- - -,,28126142,Alex Kirk,D (C),Arsenal,ENG,"6'2""",78 kg,18,£130K - £375K,"£1,000 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,2,4,5,4,9,2,14,4,5,11,8,6,12,6,12,9,14,8,10,7,13,2,9,3,11,14,4,12,10,9,10,14,12,11,11,12,3,3,4,1,3,4,2,2,3,2,3
- - -,,28122642,Bukayo Saka,AM (RL),Arsenal,ENG,"5'10""",67 kg,19,£40M - £119M,"£30,000 p/w",Left,Very Strong,Reasonable,Spirited,Evasive,12,14,15,10,14,8,7,12,7,9,13,9,10,15,11,12,10,12,13,14,16,16,6,15,9,15,15,15,18,15,15,9,15,15,14,9,2,2,1,1,2,4,2,1,1,2,1
- - -,Yth,2000134444,Elian Quesada-Thorn,D/WB/M/AM (L),Arsenal,CRC,"5'9""",60 kg,16,£110K - £325K,£150 p/w,Left,Very Strong,Reasonable,Balanced,"Outspoken, Media-friendly",6,10,8,6,11,5,5,4,5,2,13,1,7,8,7,6,7,7,7,7,6,8,7,5,4,6,4,7,13,12,6,3,14,13,8,3,3,3,4,2,1,2,2,2,3,1,4
- - -,Yth,2000134411,Jimi Gower,M/AM (C),Arsenal,ENG,"5'10""",60 kg,16,£75K - £220K,£150 p/w,Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,4,4,6,5,12,4,1,5,1,5,7,2,4,11,6,2,5,7,1,11,16,12,1,7,4,6,12,10,12,12,5,4,9,12,5,4,4,3,2,2,2,2,2,1,3,1,1
- - -,,19242094,Gabriel,D (C),Arsenal,BRA,"6'3""",78 kg,23,£27M - £81M,"£50,000 p/w",Left,Very Strong,Reasonable,Fairly Loyal,Level-headed,4,7,10,6,12,4,16,6,7,15,13,7,15,12,16,14,16,12,13,13,13,8,10,9,14,16,12,14,13,13,14,17,12,15,15,16,2,3,2,3,3,3,1,3,3,3,3
- - -,Wnt,28116313,James Olayinka,M/AM (C),Arsenal,ENG,"5'9""",71 kg,20,£120K - £350K,"£1,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,10,7,12,9,13,7,7,10,7,6,13,4,7,10,10,9,9,7,7,11,11,12,6,12,9,12,8,14,14,14,11,9,9,14,12,8,1,1,1,2,1,1,1,3,4,3,3
- - -,Yth,2000047231,James Sweet,"D/WB (R), DM, M (C)",Arsenal,WAL,"5'9""",65 kg,17,£130K - £400K,£150 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,8,10,8,3,11,8,8,10,7,10,12,5,10,9,12,7,8,7,10,15,12,5,11,5,13,9,13,10,8,5,15,10,15,6,10,5,2,2,3,2,3,3,3,2,4,3,2
- - -,,28126146,Kido Taylor-Hart,"AM (RLC), ST (C)",Arsenal,ENG,"5'9""",63 kg,18,£140K - £425K,"£3,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,9,8,9,8,7,7,7,10,1,4,7,1,5,12,6,6,5,8,5,7,2,14,5,9,5,6,8,7,15,13,7,8,12,14,8,6,2,3,3,3,2,2,1,3,1,3,3
- - -,Yth,2000134435,Bradley Ibrahim,"DM, M (C)",Arsenal,ENG,"5'10""",67 kg,16,£130K - £400K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,6,6,5,7,8,6,6,6,4,5,7,1,6,10,7,5,7,10,8,14,4,5,1,8,6,7,8,11,15,7,11,6,13,12,11,10,3,3,3,1,1,1,3,1,2,2,2
- - -,,45095490,Takehiro Tomiyasu,"D (RC), WB (R)",Arsenal,JPN,"6'2""",78 kg,22,£28M - £84M,"£60,000 p/w",Right,Fairly Strong,Very Strong,Resolute,Reserved,7,11,13,9,12,7,12,9,11,13,12,7,15,13,13,15,15,14,14,13,15,13,7,12,14,16,12,17,13,14,13,14,16,13,16,13,4,1,2,4,1,1,1,1,3,1,1
- - -,,2000047221,Omari Hutchinson,"M (C), AM (RLC)",Arsenal,ENG,"5'7""",61 kg,17,£3.3M - £9.8M,"£1,500 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,9,10,14,10,12,10,4,12,1,4,12,7,7,13,8,9,7,8,7,7,11,16,4,12,5,11,12,12,15,14,12,4,12,13,9,5,3,3,1,3,3,3,3,3,3,3,3
- - -,,29108071,Rob Holding,D (C),Arsenal,ENG,"6'2""",82 kg,25,£20M - £60M,"£40,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,2,6,10,5,13,6,14,5,11,15,12,5,15,12,13,14,15,14,14,14,14,10,13,5,14,16,12,15,13,13,14,15,14,14,15,13,4,1,1,1,2,3,1,1,1,1,1
- - -,Wnt,57163610,Catalin Cîrjan,"M (C), AM (RC)",Arsenal,ROU,"5'9""",68 kg,18,£2.3M - £6.8M,"£1,000 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,6,10,13,12,10,9,4,10,3,4,12,15,3,13,7,8,11,11,11,14,11,14,5,10,4,10,12,12,13,11,11,10,13,12,9,7,2,2,1,3,4,1,3,1,2,3,2
- - -,Wnt,28122038,Joel López,D/WB (L),Arsenal,ESP,"5'8""",65 kg,19,£170K - £500K,"£1,500 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,8,11,9,5,11,7,6,6,9,9,10,10,11,10,11,10,13,11,10,9,13,12,5,11,10,13,7,13,14,12,10,6,7,13,11,7,2,3,1,3,1,2,1,2,4,3,3
- - -,Set,55012984,Cédric,D/WB (RL),Arsenal,POR,"5'8""",66 kg,29,£8.2M - £25M,"£65,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,12,12,12,7,13,12,8,9,12,12,12,11,14,13,14,13,14,13,13,13,14,12,10,12,14,16,12,14,14,14,15,8,14,14,14,9,1,3,1,3,3,1,3,2,2,3,1
- - -,Yth,2000139648,Lino Sousa,D/WB/M (L),Arsenal,ENG,"5'9""",63 kg,16,£475K - £1.4M,£150 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,6,8,10,2,10,5,8,8,8,8,10,8,10,10,6,9,9,9,7,13,3,6,12,7,9,14,10,12,12,11,9,7,9,11,8,5,3,3,1,3,1,2,3,3,2,2,4
- - -,,18097160,Albert Sambi Lokonga,"DM, M (C)",Arsenal,BEL,"6'0""",78 kg,21,£21M - £64M,"£50,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,10,10,13,8,15,10,10,12,10,11,14,11,13,14,13,14,12,14,14,12,15,14,12,13,11,16,13,15,13,13,11,10,14,14,14,12,3,2,2,4,2,1,2,2,3,4,2
- - -,Yth,2000131333,Luke Softley,D (C),Aston Villa,ENG,"5'10""",64 kg,16,£45K - £140K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,3,1,1,1,5,1,5,3,1,12,4,2,11,1,15,12,7,2,4,12,10,5,3,3,10,4,2,5,12,12,3,9,8,12,2,4,1,2,3,1,2,2,2,1,1,3,1
