Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,83283239,Tiago Santos,D/WB/M (R),Blackburn,POR,"5'7""",62 kg,23,£40M,"£77,000 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,7,13,14,9,14,9,10,10,11,11,13,10,15,15,8,14,9,13,14,14,13,15,10,14,12,12,13,12,17,17,13,6,14,17,15,9,2,1,2,3,2,3,3,3,3,2,1
- - -,,28117365,Luke Thomas,D/WB (L),Blackburn,ENG,"5'11""",75 kg,24,£44M - £48M,"£70,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Level-headed,11,15,13,10,15,11,12,11,12,13,15,6,14,14,8,14,13,14,13,14,15,8,10,12,14,13,12,16,15,14,10,13,14,14,15,11,3,1,2,1,3,1,3,2,2,1,1
- - -,PR,28110835,Daniel Ballard,D (C),Blackburn,NIR,"6'2""",83 kg,26,£8.6M - £9.6M,"£32,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,3,4,9,6,11,5,15,8,6,13,11,8,14,11,16,13,16,13,14,13,15,10,15,8,14,16,10,16,12,10,12,15,13,14,15,15,2,2,2,2,2,3,2,1,3,2,3
- - -,,28120046,Taylor Harwood-Bellis,D (RC),Blackburn,ENG,"6'2""",82 kg,24,£19.5M - £23M,"£36,500 p/w",Right Only,Weak,Very Strong,Driven,Level-headed,5,6,8,7,11,3,14,11,6,16,12,7,13,12,12,11,12,14,14,12,18,6,14,5,16,13,9,14,13,13,13,15,14,14,13,15,2,4,2,3,4,1,3,2,3,2,3
- - -,,28090964,Marek Rodák,GK,Blackburn,SVK,"6'5""",85 kg,29,£950K - £2M,"£15,000 p/w",Right Only,Weak,Very Strong,Balanced,Level-headed,2,2,2,2,10,6,2,3,2,1,12,3,3,10,11,12,14,11,10,13,13,1,7,3,14,12,5,13,8,15,14,16,14,8,9,12,15,13,14,8,13,13,14,17,15,13,13
- - -,Loa,2002310487,Ricardo Ordóñez,D/WB (L),Blackburn,ECU,"5'7""",67 kg,18,£49M - £62M,"£12,500 p/w",Left,Very Strong,Weak,Fairly Determined,Level-headed,10,11,11,5,11,8,10,7,9,12,10,8,12,15,12,14,17,9,11,13,16,5,14,12,12,13,12,12,15,16,12,6,14,12,17,12,1,2,1,3,2,3,1,2,1,3,4
- - -,Wnt,29142089,Scott Wharton,D (C),Blackburn,ENG,"6'2""",65 kg,28,£10.5M - £11.5M,"£26,500 p/w",Left,Very Strong,Weak,Fairly Professional,Reserved,5,8,7,7,12,8,16,5,7,15,12,7,12,12,14,13,15,14,13,13,12,5,15,9,15,12,11,13,11,12,14,15,15,12,13,14,2,1,3,3,1,2,3,2,2,3,2
- - -,Inj,49041157,Melvin Bard,D/WB/M/AM (L),Blackburn,FRA,"5'8""",65 kg,25,£15M - £16M,"£21,500 p/w",Left,Very Strong,Weak,Fairly Determined,Level-headed,6,15,13,6,13,5,9,9,11,15,14,5,13,14,15,14,15,11,12,13,16,13,12,12,13,15,13,16,14,13,12,7,15,14,11,11,4,2,4,2,2,2,1,2,3,1,3
- - -,U18,2002232693,Ibrahim Bio,"AM (LC), ST (C)",Blackburn,SCO,"6'1""",76 kg,19,£9.2M - £10.5M,"£6,000 p/w",Either,Very Strong,Strong,Fairly Determined,"Volatile, Media-friendly, Confrontational",4,5,9,8,12,9,10,6,3,2,11,7,1,14,14,9,14,9,8,10,15,14,7,14,3,7,7,8,16,14,16,11,14,13,11,8,2,1,1,2,2,2,2,3,3,3,3
- - -,Wnt,29156100,Lewis Travis,"DM, M (C)",Blackburn,ENG,"6'0""",67 kg,28,£12.75M,"£30,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Level-headed,7,10,10,7,11,7,12,9,7,13,12,7,15,12,17,14,19,11,11,13,18,9,16,12,13,14,12,19,13,13,13,12,16,13,18,13,3,1,3,2,1,3,1,3,3,1,1
- - -,PR,29158533,Callum Brittain,D/WB (R),Blackburn,ENG,"5'11""",73 kg,28,£2M - £2.7M,"£15,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,12,12,6,12,7,9,7,7,13,12,5,12,12,11,12,12,12,13,12,13,12,12,13,12,13,12,16,14,12,13,12,14,13,15,10,3,1,1,2,2,1,3,3,3,4,2
- - -,Trn,2002093861,Chris Bood,M/AM (C),Blackburn,USA,"5'7""",65 kg,21,£325K,"£1,800 p/w",Either,Strong,Very Strong,Light-Hearted,"Evasive, Unflappable",9,4,9,9,14,10,6,6,4,6,13,8,9,16,12,10,7,12,7,14,11,14,10,12,6,9,14,9,9,11,9,2,13,11,10,8,1,4,3,3,1,2,1,3,1,1,4
- - -,Ask,29218326,Ethan Walker,"AM (RL), ST (C)",Blackburn,ENG,"6'1""",79 kg,23,£500K,£625 p/w,Right Only,Weak,Very Strong,Driven,Media-friendly,4,9,11,5,8,6,7,8,7,6,9,9,8,11,11,8,9,9,7,10,18,13,12,10,7,10,9,10,13,11,10,9,11,13,10,11,1,1,2,1,2,4,1,2,3,3,3
- - -,U18,2000137636,George Chmiel,"AM (RLC), ST (C)",Blackburn,POL,"5'11""",75 kg,21,£10K - £55K,£200 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,7,7,6,14,13,6,8,8,5,4,11,9,2,8,6,10,7,9,6,8,13,8,7,10,7,12,8,8,11,11,14,11,11,13,8,10,3,3,3,1,3,1,4,1,4,2,2
- - -,Yth,2002386919,Oliver Cunningham,"DM, M (C), AM (L)",Blackburn,ENG,"6'0""",70 kg,16,£475K - £4.7M,£180 p/w,Left,Very Strong,Reasonable,Fickle,Media-friendly,6,9,10,7,11,10,7,10,4,11,10,9,8,11,14,9,10,10,10,10,10,13,14,8,10,12,12,15,9,9,10,12,12,10,13,8,3,2,2,3,2,3,1,1,1,3,2
- - -,Slt,2000053513,George Pratt,"D (C), DM",Blackburn,ENG,"6'3""",82 kg,22,£3K - £5K,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,6,1,5,10,8,11,8,3,11,10,6,15,5,12,11,10,8,7,11,10,5,10,8,9,8,4,10,11,11,11,15,13,13,12,11,4,4,3,2,3,2,1,3,1,3,2
- - -,Unh,292380014,Lenni Rae Cirino,D/WB/AM (L),Blackburn,GHA,"5'10""",75 kg,23,£45K,£425 p/w,Left,Very Strong,Weak,Fairly Loyal,Level-headed,5,7,11,3,7,4,5,5,5,8,8,4,7,9,9,8,6,8,9,8,13,9,6,7,9,11,7,12,15,13,10,8,11,15,11,12,3,3,2,3,1,1,1,3,2,2,3
- - -,,28107810,Joe Hilton,GK,Blackburn,ENG,"6'6""",94 kg,26,£20K - £80K,"£3,600 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,3,3,7,5,5,5,10,5,12,3,5,7,5,11,9,12,11,10,1,3,6,4,12,11,7,11,11,9,8,15,11,10,10,14,16,11,10,3,10,11,9,4,9,7,10
- - -,,2002232704,Marian Macho,"AM (L), ST (C)",Blackburn,SVK,"5'9""",67 kg,19,£6K - £70K,£700 p/w,Left Only,Very Strong,Very Weak,Fairly Loyal,Level-headed,5,10,13,4,12,1,5,5,4,1,11,4,2,13,8,7,14,6,3,8,8,15,12,9,2,7,6,8,12,17,7,7,15,13,13,9,3,1,1,2,1,2,3,2,2,3,3
- - -,Ask,2000139533,Dominik Biniek,"M/AM (RLC), ST (C)",Blackburn,POL,"5'9""",69 kg,21,£95K - £160K,£200 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,4,9,11,6,12,4,5,7,5,4,13,7,5,10,9,6,5,10,5,12,9,11,9,12,4,7,7,7,14,10,9,1,8,11,9,7,1,2,2,4,3,3,1,3,4,1,2
- - -,,2002232694,Daniel Rooney,"DM, M (C), AM (RC)",Blackburn,IRL,"5'7""",68 kg,19,£16K - £240K,"£1,000 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,7,6,10,5,11,4,6,7,3,7,13,6,9,12,8,7,8,11,7,12,11,7,3,10,7,8,14,12,12,11,15,3,12,10,12,12,2,3,3,2,1,1,2,3,2,1,2
- - -,Yth,2002386928,Alexandre Soares,AM (C),Blackburn,ENG,"5'9""",61 kg,16,£16K - £170K,£180 p/w,Left,Very Strong,Weak,Low Determination,Level-headed,8,7,7,9,10,10,3,7,2,5,6,7,6,14,10,9,7,9,8,9,5,13,6,9,6,9,12,7,11,9,13,10,17,10,11,6,1,1,1,1,3,2,1,3,2,3,1
- - -,U18,2000137805,Charlie Olsen,D (C),Blackburn,ENG,"6'1""",77 kg,21,£35K - £60K,£200 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,2,5,2,6,4,11,1,6,11,7,2,14,3,15,6,10,6,10,11,8,6,11,6,9,8,6,9,11,10,12,13,16,14,13,11,3,1,2,1,1,3,1,1,1,3,4
- - -,Ctr,2000191710,Bradley Taylor,AM (RLC),Blackburn,ENG,"5'7""",63 kg,20,£3.5K - £24K,£200 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,5,7,13,6,14,5,3,7,6,1,11,6,1,9,6,8,7,11,4,12,8,12,12,6,6,12,12,8,10,11,11,3,13,12,10,7,1,1,3,1,3,1,1,2,2,3,2
- - -,Ctr,292380007,Alex Baker,"AM (RL), ST (C)",Blackburn,ENG,"6'2""",77 kg,22,£0,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,7,10,13,13,5,7,1,1,4,11,7,2,10,7,8,7,8,4,8,7,10,10,8,3,7,4,11,13,11,13,12,10,14,10,6,3,1,2,2,1,1,1,3,1,4,3
- - -,Ctr,2000048748,Felix Goddard,GK,Blackburn,ENG,"5'11""",75 kg,21,£7K - £40K,£425 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,4,4,7,5,5,5,7,5,8,4,5,6,4,8,8,8,8,9,7,4,8,4,10,9,6,9,10,11,10,11,9,10,10,10,13,8,9,6,9,7,9,6,9,7,9
- - -,Yth,2002386918,Aston Jaggs,"M (RC), AM (C)",Blackburn,ENG,"5'5""",57 kg,17,£65K - £650K,£180 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,6,9,9,7,9,6,7,7,3,5,9,5,6,13,7,10,7,11,5,12,16,14,15,8,7,15,8,16,9,7,8,2,9,11,13,6,3,2,2,3,1,1,3,2,3,1,4
- - -,,2002339792,Matt Jones,"AM (R), ST (C)",Blackburn,WAL,"5'11""",69 kg,17,£30K - £325K,£250 p/w,Right Only,Weak,Very Strong,Unambitious,Level-headed,2,4,6,12,10,4,8,7,1,5,7,6,2,8,8,7,10,13,5,11,4,8,6,11,2,9,6,6,13,10,10,10,10,12,10,7,2,2,2,4,1,1,2,1,2,1,3
- - -,U18,2000137632,Leo Duru,D/WB (R),Blackburn,ENG,"6'0""",77 kg,20,£7K - £45K,£200 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,5,5,6,2,8,3,7,1,5,6,9,2,12,8,12,7,9,3,8,13,17,9,12,5,8,11,9,12,13,12,9,10,13,12,14,11,1,3,1,1,1,1,2,2,2,2,2
- - -,,2002232692,Isaac Ratcliffe,AM (LC),Blackburn,WAL,"6'0""",78 kg,19,£20K - £190K,£675 p/w,Left Only,Very Strong,Weak,Unambitious,Level-headed,5,4,10,3,9,4,4,7,2,3,13,3,3,12,6,10,7,9,5,11,3,11,8,9,3,12,10,12,9,12,13,14,11,10,13,10,3,2,2,3,1,3,2,1,2,3,3
- - -,Ctr,2000191718,Lewis Bell,"AM (RLC), ST (C)",Blackburn,ENG,"5'11""",71 kg,20,£0,£200 p/w,Right Only,Very Weak,Very Strong,Fairly Determined,Media-friendly,2,5,11,2,8,3,4,7,1,2,8,3,5,13,8,5,7,9,4,4,17,12,11,5,3,6,6,6,14,15,14,9,13,13,7,5,3,4,3,1,2,1,3,1,1,1,2
- - -,,2002339796,Dominik Milutinović,D (LC),Blackburn,AUS,"6'3""",79 kg,17,£750K - £6.4M,"£1,900 p/w",Left Only,Very Strong,Weak,Fairly Loyal,Level-headed,5,7,9,5,11,9,9,5,9,11,7,7,15,7,12,9,18,7,11,11,11,9,13,6,12,12,8,9,12,9,14,14,13,11,13,10,2,3,1,1,2,3,3,3,2,3,3
- - -,Yth,2002386925,Regan Navarro,D (R),Blackburn,ENG,"5'10""",66 kg,16,£400K - £950K,£180 p/w,Right,Reasonable,Very Strong,Professional,Media-friendly,4,9,7,4,9,3,8,4,7,8,12,6,9,9,11,9,10,10,9,12,14,9,4,7,13,10,9,8,10,10,10,9,12,12,11,9,3,1,2,2,1,2,3,1,3,1,3
- - -,Ctr,2000139534,Adam Caddick,"D (C), DM, M (C)",Blackburn,ENG,"6'4""",80 kg,20,£5K - £35K,£200 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,3,4,4,11,5,7,6,5,8,10,6,10,9,7,11,8,11,4,10,4,8,9,6,11,13,12,8,10,8,12,14,13,10,13,7,3,3,2,1,4,3,3,3,2,2,2
- - -,U18,2000139535,Harley O'Grady-Macken,"DM, M (C)",Blackburn,ENG,"5'10""",69 kg,21,£4.5K - £14K,£200 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,2,4,4,3,11,4,2,5,1,7,9,2,7,12,11,11,6,7,4,13,7,9,11,4,10,3,13,8,10,10,11,8,13,11,5,6,3,1,2,2,3,3,1,3,2,2,2
- - -,Yth,2002386914,Luke Winter,GK,Blackburn,ENG,"6'3""",76 kg,16,£70K - £700K,£180 p/w,Either,Strong,Very Strong,Ambitious,Media-friendly,3,1,3,3,7,6,1,3,1,1,8,3,2,8,15,6,13,6,8,8,9,3,3,2,8,14,6,9,6,12,7,12,11,5,6,7,9,9,12,2,8,8,9,7,15,12,5
- - -,,2002232690,Karl O'Neill,GK,Blackburn,IRL,"6'1""",77 kg,18,£450K - £2M,£525 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,3,3,1,1,4,8,1,2,3,2,6,1,1,6,7,8,8,7,9,13,12,3,14,3,11,7,5,7,3,13,12,12,13,4,9,8,10,12,12,1,13,13,10,10,12,8,11
- - -,Yth,2002339789,Malick Kujabi,D (C),Blackburn,SWE,"6'1""",75 kg,17,£210K - £450K,£180 p/w,Right,Weak,Very Strong,Unambitious,Level-headed,3,4,4,3,5,1,8,4,6,11,9,5,14,7,8,11,15,9,8,10,13,5,13,4,8,10,6,12,11,10,14,11,14,9,10,10,3,2,3,3,3,1,1,2,4,1,2
- - -,Yth,2002386921,Lewis Smith,WB (L),Blackburn,ENG,"6'0""",74 kg,17,£200K - £425K,£180 p/w,Left,Very Strong,Reasonable,Fairly Determined,Level-headed,3,7,8,2,7,2,5,4,8,8,11,5,9,11,15,7,8,5,6,8,17,5,5,8,9,8,6,13,12,10,6,9,12,10,15,11,1,3,2,2,3,2,1,2,3,2,2
- - -,Ctr,2000191712,Brandon Powell,D/WB/M (L),Blackburn,ENG,"5'8""",66 kg,20,£5K - £35K,£200 p/w,Left,Very Strong,Weak,Balanced,Level-headed,4,8,4,1,4,5,4,2,1,6,7,1,11,6,10,4,7,5,10,12,12,6,6,3,7,12,6,11,13,15,10,5,14,14,12,9,2,1,2,2,1,1,2,3,2,1,3
- - -,Yth,2000191717,Rhys Doherty,"D (C), DM, M (C)",Blackburn,ENG,"6'0""",78 kg,19,£20K - £35K,£200 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,4,4,4,1,6,1,8,4,1,6,5,3,12,7,14,9,8,3,12,10,15,6,10,6,12,6,8,8,10,12,11,10,13,13,8,12,1,1,2,1,1,2,1,1,2,1,3
- - -,U18,2002232691,Marouene Amdouni,D (L),Blackburn,SCO,"5'11""",75 kg,18,£18K - £190K,£850 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,5,8,6,4,6,1,5,5,5,7,8,4,12,7,12,11,15,6,12,10,13,5,6,6,9,13,8,9,13,12,12,12,8,12,14,10,3,1,2,1,3,1,1,3,1,2,3
- - -,,2002339795,Eamon Ozmen,D/WB (R),Blackburn,ENG,"6'1""",77 kg,17,£4M - £5M,£600 p/w,Either,Strong,Very Strong,Fairly Determined,Level-headed,5,8,9,4,8,1,6,1,8,8,9,6,12,11,13,8,8,8,7,11,15,3,3,8,11,9,7,13,14,12,10,12,7,9,15,11,2,2,3,2,2,3,2,2,4,3,3
- - -,,2002232697,Gareth Cochrane,D (LC),Blackburn,ENG,"6'4""",89 kg,19,£130K - £240K,£650 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,3,2,3,1,5,4,12,4,3,9,4,4,14,4,10,6,13,7,10,9,7,6,9,1,8,10,4,12,8,6,14,14,13,7,12,14,3,2,2,1,2,2,3,1,1,3,3
- - -,U18,2000143993,Ryan Wilson,"D (C), DM, M (C)",Blackburn,ENG,"6'4""",84 kg,21,£0,£200 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,2,1,4,4,7,5,5,6,1,5,10,1,7,6,15,7,6,4,6,12,10,5,6,4,7,12,3,11,9,8,6,14,14,8,9,8,1,3,1,2,1,1,2,4,1,3,1
- - -,Ctr,2000191711,Zack Stritch,"DM, M (C)",Blackburn,ENG,"6'1""",76 kg,20,£3.5K - £14K,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,4,2,4,1,9,4,4,7,1,6,4,1,11,8,13,5,6,2,8,13,15,6,7,2,5,7,8,11,13,11,8,11,15,12,8,7,3,2,3,2,1,2,1,2,2,2,1
- - -,,2002232701,Ronaldo Bailey,D (RL),Blackburn,ENG,"6'0""",74 kg,18,£3K - £5K,£375 p/w,Right,Weak,Very Strong,Unambitious,Level-headed,3,5,6,1,5,2,3,1,4,6,4,3,5,4,11,9,8,5,10,9,6,5,4,5,9,15,5,11,13,11,6,7,16,12,13,10,2,2,2,3,1,4,3,1,2,1,2
- - -,Yth,2002386922,Oliver McBurnie,"M (C), ST (C)",Blackburn,SCO,"5'9""",62 kg,16,£2K - £35K,£180 p/w,Left,Very Strong,Reasonable,Low Determination,Media-friendly,4,5,5,6,12,7,5,6,2,8,10,5,6,13,13,8,6,7,6,6,2,11,6,5,6,7,11,10,6,6,8,8,16,7,8,5,1,3,2,2,1,1,2,3,3,1,2
- - -,U18,2000137626,Will Blease,GK,Blackburn,IRL,"6'0""",74 kg,21,£0,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,4,1,3,2,1,7,1,3,2,3,5,2,2,1,14,4,6,5,10,12,16,2,10,2,6,5,3,3,10,13,6,7,9,10,6,5,9,7,7,5,12,4,9,15,6,12,7
- - -,Yth,2002386916,D'Arcy Cushing,"D (C), DM",Blackburn,ENG,"6'2""",73 kg,16,£3.5K - £60K,£180 p/w,Right,Reasonable,Very Strong,Balanced,Outspoken,7,2,4,4,7,9,6,1,3,6,6,1,11,4,16,8,11,6,5,6,10,6,5,5,7,17,5,14,7,7,12,14,15,6,8,7,4,3,3,1,2,4,4,2,2,2,1
- - -,Yth,2002386915,Paul Crabb,D (L),Blackburn,POL,"5'5""",59 kg,17,£10K - £110K,£180 p/w,Left,Very Strong,Fairly Strong,Fairly Ambitious,Media-friendly,4,8,5,1,7,3,5,4,3,7,5,4,6,11,5,11,16,6,8,12,14,9,9,7,5,17,7,14,6,8,13,4,12,6,11,6,1,2,2,3,1,2,2,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sigames.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
