Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,Hol,2000053513,George Pratt,"D (C), DM",Blackburn,ENG,"6'3""",82 kg,20,£60K - £110K,£425 p/w,Right,Reasonable,Very Strong,Balanced,Level-headed,4,6,1,5,10,8,10,9,3,11,10,6,15,5,12,10,10,8,7,10,8,5,10,8,8,8,4,10,11,11,10,15,13,12,12,10,4,4,3,2,3,2,1,3,1,3,2
- - -,Hol,292380014,Lenni Rae Cirino,D/WB/AM (L),Blackburn,GHA,"5'10""",76 kg,21,£45K,£425 p/w,Left,Very Strong,Weak,Fairly Loyal,Level-headed,5,6,11,3,7,4,5,5,5,7,9,4,7,9,9,8,8,8,9,8,12,9,6,7,9,11,6,12,15,13,10,9,11,15,11,12,3,3,2,3,1,1,1,3,2,2,3
- - -,Hol,2000137805,Charlie Olsen,D (C),Blackburn,ENG,"6'1""",76 kg,19,£40K - £75K,£200 p/w,Right,Weak,Very Strong,Balanced,Level-headed,5,2,5,2,7,4,10,1,7,11,8,2,14,3,15,6,9,7,8,11,7,5,11,7,8,8,5,9,11,10,12,13,16,14,12,10,3,1,2,1,1,3,1,1,1,3,4
- - -,Hol,2002232694,Daniel Rooney,"M (C), AM (RC)",Blackburn,IRL,"5'6""",64 kg,17,£30K - £300K,£180 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,8,7,8,6,11,5,5,7,2,7,14,7,9,11,8,6,8,11,8,12,11,6,3,9,8,8,13,11,11,9,14,3,10,8,8,10,2,3,3,2,1,1,2,3,2,1,2
- - -,Hol,2002232701,Ronaldo Bailey,D (RL),Blackburn,ENG,"5'11""",66 kg,16,£28K - £60K,£180 p/w,Right,Weak,Very Strong,Unambitious,Level-headed,4,5,7,2,6,3,5,1,4,7,5,4,6,4,11,9,8,6,8,9,6,4,3,6,8,17,5,12,12,10,5,6,15,12,12,9,2,2,2,3,1,4,3,1,2,1,2
- - -,Hol,2000191717,Rhys Doherty,"D (C), DM, M (C)",Blackburn,ENG,"6'0""",73 kg,18,£20K - £35K,£180 p/w,Right,Weak,Very Strong,Fairly Determined,Level-headed,5,5,5,2,6,2,7,4,1,7,5,3,12,8,14,8,7,4,11,9,15,5,10,6,12,6,8,9,9,11,10,10,13,13,6,8,1,1,2,1,1,2,1,1,2,1,3
- - -,Hol,2002232692,Isaac Ratcliffe,AM (LC),Blackburn,WAL,"5'11""",72 kg,17,£18K - £180K,£180 p/w,Left Only,Very Strong,Weak,Unambitious,Level-headed,6,6,9,5,8,4,4,6,2,5,11,2,5,12,6,8,6,7,6,11,3,10,8,9,4,12,9,13,8,10,11,12,10,9,11,9,3,2,2,3,1,3,2,1,2,3,3
- - -,Hol,2002232691,Marouene Amdouni,D (L),Blackburn,SCO,"5'11""",71 kg,17,£16K - £160K,£180 p/w,Left Only,Very Strong,Weak,Light-Hearted,Unflappable,5,8,7,4,6,2,6,6,5,7,6,4,12,6,12,8,15,6,10,9,14,4,5,6,9,14,8,10,12,11,10,12,7,11,14,7,3,1,2,1,3,1,1,3,1,2,3
- - -,Hol,2000191709,Ben Thirkill,D (RC),Blackburn,ENG,"6'4""",80 kg,18,£14K - £28K,£200 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,2,1,1,1,1,1,9,2,2,11,4,1,11,1,11,6,7,3,4,11,6,5,6,1,12,4,1,4,11,11,6,13,9,12,4,7,2,3,2,3,1,2,2,3,2,2,1
- - -,Hol,2000191719,Matthew Litherland,D (C),Blackburn,ENG,"6'1""",76 kg,18,£10K - £100K,£750 p/w,Right Only,Weak,Very Strong,Determined,Level-headed,5,5,3,5,6,3,10,1,3,9,9,6,13,6,14,7,9,11,13,8,18,6,10,5,5,9,5,9,12,13,10,16,17,15,10,10,1,1,1,3,1,3,3,3,2,1,1
- - -,Hol,2000048748,Felix Goddard,GK,Blackburn,ENG,"5'11""",75 kg,19,£5K - £50K,£425 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,4,4,4,4,7,4,6,5,7,5,7,4,5,5,4,7,7,7,8,9,7,4,7,4,10,10,6,9,10,11,9,10,9,10,9,9,14,8,8,6,8,7,9,6,9,7,8
- - -,Hol,2000143993,Ryan Wilson,"D (C), DM, M (C)",Blackburn,ENG,"6'4""",83 kg,19,£5K - £9K,£200 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,1,4,4,7,5,6,6,1,6,10,1,8,6,15,7,6,4,5,12,9,5,6,5,7,12,3,11,8,7,5,14,14,8,8,8,1,3,1,2,1,1,2,4,1,3,1
- - -,Hol,2000137636,George Chmiel,"AM (RLC), ST (C)",Blackburn,POL,"5'11""",74 kg,19,£4K - £70K,£200 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,6,7,7,14,13,6,7,8,6,4,11,9,3,8,6,10,6,9,6,8,13,8,7,10,8,13,8,8,11,11,14,11,10,13,7,9,3,3,3,1,3,1,4,1,4,2,2
- - -,Hol,292380007,Alex Baker,"AM (RL), ST (C)",Blackburn,ENG,"6'2""",77 kg,20,£3.5K - £16K,£425 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,7,11,12,13,5,7,1,1,4,11,7,2,10,7,7,7,8,4,7,7,10,10,8,3,8,3,11,13,11,13,12,10,13,10,5,3,1,2,2,1,1,1,3,1,4,3
- - -,Hol,2000191710,Bradley Taylor,AM (RLC),Blackburn,ENG,"5'7""",61 kg,18,£3K - £60K,£200 p/w,Right Only,Very Weak,Very Strong,Balanced,Media-friendly,5,7,11,7,14,6,2,8,6,1,11,6,2,9,6,7,7,9,4,11,8,11,11,6,6,13,11,9,9,11,10,4,13,12,9,6,1,1,3,1,3,1,1,2,2,3,2
- - -,Hol,2000191711,Zack Stritch,"DM, M (C)",Blackburn,ENG,"6'0""",72 kg,18,£2.5K - £16K,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,4,3,5,1,10,5,4,8,1,6,5,1,11,8,13,4,6,3,7,14,16,5,6,3,4,7,9,12,13,11,7,9,15,12,7,6,3,2,3,2,1,2,1,2,2,2,1
- - -,Hol,2000139535,Harley O'Grady-Macken,"DM, M (C)",Blackburn,ENG,"5'10""",68 kg,19,£2.5K - £14K,£200 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,3,4,3,3,12,3,2,6,1,7,10,2,8,10,11,9,6,7,5,13,7,9,11,5,9,2,13,8,11,11,11,8,13,11,5,5,3,1,2,2,3,3,1,3,2,2,2
- - -,Hol,2000191718,Lewis Bell,"AM (RLC), ST (C)",Blackburn,ENG,"5'11""",68 kg,18,£2K - £65K,£200 p/w,Right Only,Very Weak,Very Strong,Driven,Media-friendly,2,6,11,3,8,4,4,7,1,3,7,3,6,13,8,5,7,8,5,4,18,12,10,5,4,6,5,7,14,15,15,8,12,13,7,5,3,4,3,1,2,1,3,1,1,1,2
- - -,Hol,2000191712,Brandon Powell,D/WB/M (L),Blackburn,ENG,"5'8""",65 kg,18,£2K - £50K,£200 p/w,Left,Very Strong,Weak,Balanced,Level-headed,4,8,3,1,4,5,4,3,1,6,7,1,11,7,10,4,6,5,9,12,12,6,5,4,6,12,6,11,13,15,9,5,14,13,10,7,2,1,2,2,1,1,2,3,2,1,3
- - -,Hol,2000139534,Adam Caddick,"D (C), DM, M (C)",Blackburn,ENG,"6'2""",77 kg,18,£1.5K - £60K,£200 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,3,4,11,6,7,7,5,8,11,6,9,8,7,11,8,11,5,10,3,8,8,6,11,13,12,9,10,8,11,14,13,10,12,7,3,3,2,1,4,3,3,3,2,2,2
- - -,Hol,2000137626,Will Blease,GK,Blackburn,IRL,"6'0""",73 kg,19,£1K - £12K,£200 p/w,Right Only,Weak,Very Strong,Fairly Determined,Level-headed,4,1,3,2,1,7,1,3,2,3,5,2,2,1,14,3,6,5,10,13,16,2,10,2,6,5,3,3,11,13,6,6,9,10,5,4,8,7,6,5,12,3,9,15,6,12,5
- - -,Hol,2000137632,Leo Duru,D/WB (R),Blackburn,ENG,"5'11""",72 kg,18,£500 - £90K,£200 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,5,5,5,3,9,2,6,2,5,6,8,2,12,8,12,6,8,4,7,12,17,9,10,5,8,11,8,12,13,11,8,10,12,12,12,9,1,3,1,1,1,1,2,2,2,2,2
- - -,Hol,29130390,Aynsley Pears,GK,Blackburn,ENG,"6'1""",80 kg,26,£500 - £2K,"£5,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,2,3,1,2,9,4,7,3,10,3,11,1,1,10,4,9,14,7,11,14,10,1,7,10,12,9,8,7,10,13,10,10,12,10,11,9,11,12,11,7,12,13,13,6,11,7,10
- - -,Hol,2002232704,Marian Macho,AM (L),Blackburn,SVK,"5'8""",62 kg,17,£0 - £85K,£180 p/w,Left Only,Very Strong,Very Weak,Fairly Loyal,Level-headed,5,9,13,5,11,1,5,5,4,2,12,5,3,14,8,6,14,5,4,6,7,14,12,8,3,7,6,8,11,15,5,8,14,12,11,6,3,1,1,2,1,2,3,2,2,3,3
- - -,Hol,29219118,Isaac Whitehall,"D (RC), DM, M (C)",Blackburn,ENG,"6'0""",70 kg,22,£0,£625 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,7,7,8,5,7,6,9,5,6,7,9,8,13,8,12,9,12,8,10,11,15,5,11,7,10,13,7,13,11,12,10,11,13,12,14,11,1,1,2,3,1,3,3,3,2,3,2
- - -,Hol,29219114,Jordan Eastham,GK,Blackburn,ENG,"6'0""",67 kg,22,£0,£625 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,4,4,2,4,10,8,7,5,10,5,11,5,6,5,4,9,8,11,9,9,5,2,7,2,10,11,9,11,12,12,8,11,12,12,11,10,14,10,9,12,11,15,9,9,11,12,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sigames.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
